,column,class1,class2,stat,p_value
362,h13cop_ii/13cs_ii,Q,P,0.21052631578947367,0.9130069930069932
363,h13cop_ii/13cs_ii,Q,U,0.4027777777777778,0.406993006993007
364,h13cop_ii/13cs_ii,A,C,0.5652173913043478,0.12953538862353456
365,h13cop_ii/13cs_ii,A,H,0.11001317523056653,0.8518148057054687
366,h13cop_ii/13cs_ii,A,P,0.18764302059496568,0.6505697778754841
367,h13cop_ii/13cs_ii,A,U,0.21739130434782608,0.7839497960025982
368,h13cop_ii/13cs_ii,C,H,0.5151515151515151,0.18900528413831452
369,h13cop_ii/13cs_ii,C,P,0.631578947368421,0.10163749294184078
370,h13cop_ii/13cs_ii,C,U,0.5555555555555556,0.2517482517482518
371,h13cop_ii/13cs_ii,H,P,0.24561403508771928,0.27908005530625085
372,h13cop_ii/13cs_ii,H,U,0.20202020202020202,0.840489340049722
373,h13cop_ii/13cs_ii,P,U,0.3567251461988304,0.3263333767681594
374,h13cop_ii/13c34s_ii,A,H,1.0,0.3333333333333333
375,h13cop_ii/13c34s_ii,A,P,1.0,0.6666666666666666
376,h13cop_ii/13c34s_ii,H,P,1.0,0.6666666666666666
377,h13cop_ii/hc13ccn_ii,Q,A,1.0,1.0
378,h13cop_ii/hc13ccn_ii,Q,C,1.0,1.0
379,h13cop_ii/hc13ccn_ii,A,C,1.0,1.0
380,h13cop_ii/hnco404_ii,Q,A,0.7734553775743707,1.9760484826631455e-10
381,h13cop_ii/hnco404_ii,Q,C,0.8695652173913043,0.00035366931918656057
382,h13cop_ii/hnco404_ii,Q,H,0.8695652173913043,4.378383740711524e-11
383,h13cop_ii/hnco404_ii,Q,P,0.9130434782608695,3.536693191865605e-05
384,h13cop_ii/hnco404_ii,Q,U,0.7391304347826086,6.435722231050373e-05
385,h13cop_ii/hnco404_ii,A,C,0.5877192982456141,0.027476189342929606
386,h13cop_ii/hnco404_ii,A,H,0.18475877192982457,0.4213893110397896
387,h13cop_ii/hnco404_ii,A,P,0.3483709273182957,0.3485563396261247
388,h13cop_ii/hnco404_ii,A,U,0.3630229419703104,0.09200281762325417
389,h13cop_ii/hnco404_ii,C,H,0.7083333333333334,0.005725398914253404
390,h13cop_ii/hnco404_ii,C,P,0.8333333333333334,0.01515151515151515
391,h13cop_ii/hnco404_ii,C,U,0.5384615384615384,0.11506707946336428
392,h13cop_ii/hnco404_ii,H,P,0.32589285714285715,0.4711180469694402
393,h13cop_ii/hnco404_ii,H,U,0.35336538461538464,0.14499172610750644
394,h13cop_ii/hnco404_ii,P,U,0.5384615384615384,0.11127450980392158
395,h13cop_ii/ch3cn_ii,Q,A,0.6946386946386947,8.000779764361752e-05
396,h13cop_ii/ch3cn_ii,Q,C,0.5128205128205128,0.44999999999999996
397,h13cop_ii/ch3cn_ii,Q,H,0.7285067873303167,0.0002850704973327872
398,h13cop_ii/ch3cn_ii,Q,P,0.9230769230769231,0.014285714285714285
399,h13cop_ii/ch3cn_ii,Q,U,0.5897435897435898,0.08624502432551968
400,h13cop_ii/ch3cn_ii,A,C,0.5151515151515151,0.3714285714285714
401,h13cop_ii/ch3cn_ii,A,H,0.2192513368983957,0.5715056718450213
402,h13cop_ii/ch3cn_ii,A,P,0.5757575757575758,0.24369747899159655
403,h13cop_ii/ch3cn_ii,A,U,0.2727272727272727,0.7763780859756093
404,h13cop_ii/ch3cn_ii,C,H,0.5490196078431373,0.3157894736842105
405,h13cop_ii/ch3cn_ii,C,P,0.6666666666666666,0.6
406,h13cop_ii/ch3cn_ii,C,U,0.3333333333333333,0.988095238095238
407,h13cop_ii/ch3cn_ii,H,P,0.49019607843137253,0.4473684210526315
408,h13cop_ii/ch3cn_ii,H,U,0.3333333333333333,0.5759656057138894
409,h13cop_ii/ch3cn_ii,P,U,0.5,0.6785714285714285
410,h13cop_ii/hc3n_ii,Q,A,0.33312020460358055,0.0003253334671692126
411,h13cop_ii/hc3n_ii,Q,C,0.34782608695652173,0.07434347502329057
412,h13cop_ii/hc3n_ii,Q,H,0.34172852598091197,0.0003039803940818057
413,h13cop_ii/hc3n_ii,Q,P,0.34782608695652173,0.004421610498268542
414,h13cop_ii/hc3n_ii,Q,U,0.2780586450960566,0.04928401554725636
415,h13cop_ii/hc3n_ii,A,C,0.2647058823529412,0.19067452286161235
416,h13cop_ii/hc3n_ii,A,H,0.09648493543758967,0.3378250204782513
417,h13cop_ii/hc3n_ii,A,P,0.17769607843137256,0.15202508940670217
418,h13cop_ii/hc3n_ii,A,U,0.120953032375741,0.625012966959301
419,h13cop_ii/hc3n_ii,C,H,0.24031563845050216,0.2852326074966144
420,h13cop_ii/hc3n_ii,C,P,0.35171568627450983,0.06759027799893669
421,h13cop_ii/hc3n_ii,C,U,0.31053351573187415,0.1501617654273494
422,h13cop_ii/hc3n_ii,H,P,0.13973577235772358,0.41934111886311665
423,h13cop_ii/hc3n_ii,H,U,0.18916619398752127,0.15070388640108756
424,h13cop_ii/hc3n_ii,P,U,0.1613372093023256,0.5266661130914834
425,h13cop_ii/c2h_ii,Q,A,0.24847457627118644,0.00015015436379658476
426,h13cop_ii/c2h_ii,Q,C,0.15461538461538463,0.6433345980992142
427,h13cop_ii/c2h_ii,Q,H,0.12524271844660195,0.2177109725332467
428,h13cop_ii/c2h_ii,Q,P,0.2850649350649351,0.001259387498989762
429,h13cop_ii/c2h_ii,Q,U,0.21566265060240963,0.024096946889253706
430,h13cop_ii/c2h_ii,A,C,0.3239895697522816,0.009840689232289245
431,h13cop_ii/c2h_ii,A,H,0.3180681257199276,2.2643151336295062e-11
432,h13cop_ii/c2h_ii,A,P,0.48536209553158705,1.2102271332191074e-13
433,h13cop_ii/c2h_ii,A,U,0.38950377782315704,2.56926790579283e-09
434,h13cop_ii/c2h_ii,C,H,0.10866318147871545,0.9175914431963044
435,h13cop_ii/c2h_ii,C,P,0.3531468531468531,0.011913835813461704
436,h13cop_ii/c2h_ii,C,U,0.22659870250231695,0.22006494395849338
437,h13cop_ii/c2h_ii,H,P,0.28539906695246503,0.0001555999727671397
438,h13cop_ii/c2h_ii,H,U,0.20651538191601357,0.010671002643059754
439,h13cop_ii/c2h_ii,P,U,0.1664841182913472,0.1882590600828494
440,h13cop_ii/sio_ii,Q,A,0.48845315904139436,5.3791990027979296e-05
441,h13cop_ii/sio_ii,Q,C,0.6296296296296297,0.007774872513470955
442,h13cop_ii/sio_ii,Q,H,0.6388888888888888,2.0269767347416162e-06
443,h13cop_ii/sio_ii,Q,P,0.7407407407407407,0.001900507396810478
444,h13cop_ii/sio_ii,Q,U,0.5634920634920635,0.003057101393855707
445,h13cop_ii/sio_ii,A,C,0.2088235294117647,0.8458182496366249
446,h13cop_ii/sio_ii,A,H,0.2996732026143791,0.016275819591592355
447,h13cop_ii/sio_ii,A,P,0.4470588235294118,0.10512659733035824
448,h13cop_ii/sio_ii,A,U,0.3033613445378151,0.17371487058036536
449,h13cop_ii/sio_ii,C,H,0.4027777777777778,0.18681425965660378
450,h13cop_ii/sio_ii,C,P,0.375,0.5076923076923078
451,h13cop_ii/sio_ii,C,U,0.4642857142857143,0.1636176001501079
452,h13cop_ii/sio_ii,H,P,0.19444444444444445,0.9418610547368348
453,h13cop_ii/sio_ii,H,U,0.15873015873015872,0.9226114949635342
454,h13cop_ii/sio_ii,P,U,0.21428571428571427,0.9811919504643963
455,h13cop_ii/h41a_ii,A,C,1.0,0.2857142857142857
456,h13cop_ii/h41a_ii,A,H,0.5,0.30169830169830175
457,h13cop_ii/h41a_ii,A,P,0.8333333333333334,0.5714285714285714
458,h13cop_ii/h41a_ii,C,H,0.5,1.0
459,h13cop_ii/h41a_ii,C,P,1.0,1.0
460,h13cop_ii/h41a_ii,H,P,0.5,1.0
461,hn13c_ii/hcop_ii,Q,A,0.15126050420168066,0.1173371549235883
462,hn13c_ii/hcop_ii,Q,C,0.15476190476190477,0.8197011358516256
463,hn13c_ii/hcop_ii,Q,H,0.2688113413304253,0.0009247080154088241
464,hn13c_ii/hcop_ii,Q,P,0.36355311355311354,0.0011709366081888834
465,hn13c_ii/hcop_ii,Q,U,0.430952380952381,2.3521295841624567e-06
466,hn13c_ii/hcop_ii,A,C,0.1781045751633987,0.6086638100261317
467,hn13c_ii/hcop_ii,A,H,0.1771441400987876,0.01138698970209502
468,hn13c_ii/hcop_ii,A,P,0.2549019607843137,0.022875405459175963
469,hn13c_ii/hcop_ii,A,U,0.34215686274509804,2.4975372697766346e-05
470,hn13c_ii/hcop_ii,C,H,0.28498727735368956,0.1236946264413044
471,hn13c_ii/hcop_ii,C,P,0.3418803418803419,0.08731495930754518
472,hn13c_ii/hcop_ii,C,U,0.45,0.004787960801148295
473,hn13c_ii/hcop_ii,H,P,0.17009199451947543,0.3069417401050248
474,hn13c_ii/hcop_ii,H,U,0.19758269720101782,0.06795748321485894
475,hn13c_ii/hcop_ii,P,U,0.2064102564102564,0.226971303756132
476,hn13c_ii/hnc_ii,Q,A,0.23858004740357683,0.0012137190403196604
477,hn13c_ii/hnc_ii,Q,C,0.1474840948525159,0.8273754053302159
478,hn13c_ii/hnc_ii,Q,H,0.34945054945054943,2.582298064251248e-06
479,hn13c_ii/hnc_ii,Q,P,0.3956043956043956,0.0002535326086407306
480,hn13c_ii/hnc_ii,Q,U,0.36538461538461536,7.830490590044141e-05
481,hn13c_ii/hnc_ii,A,C,0.27270381836945307,0.12261518417360343
482,hn13c_ii/hnc_ii,A,H,0.23099547511312218,0.0003251862831749404
483,hn13c_ii/hnc_ii,A,P,0.38687782805429866,6.576300499524462e-05
484,hn13c_ii/hnc_ii,A,U,0.3480392156862745,1.679748773246295e-05
485,hn13c_ii/hnc_ii,C,H,0.342914979757085,0.030100833895216096
486,hn13c_ii/hnc_ii,C,P,0.5060728744939271,0.001760772441743389
487,hn13c_ii/hnc_ii,C,U,0.47017543859649125,0.0020097820814056738
488,hn13c_ii/hnc_ii,H,P,0.18461538461538463,0.2298991118968583
489,hn13c_ii/hnc_ii,H,U,0.17051282051282052,0.1621832382218713
490,hn13c_ii/hnc_ii,P,U,0.16923076923076924,0.44842622989631276
491,hn13c_ii/h13cop_ii,Q,A,0.23777777777777778,0.02043440466878304
492,hn13c_ii/h13cop_ii,Q,C,0.1742857142857143,0.8349270734726614
493,hn13c_ii/h13cop_ii,Q,H,0.33586206896551724,0.0005055173696153584
494,hn13c_ii/h13cop_ii,Q,P,0.30787878787878786,0.033964329743073896
495,hn13c_ii/h13cop_ii,Q,U,0.3957894736842105,0.0015157609954855654
496,hn13c_ii/h13cop_ii,A,C,0.19507101086048453,0.6352075829659697
497,hn13c_ii/h13cop_ii,A,H,0.1301169590643275,0.17221265302510264
498,hn13c_ii/h13cop_ii,A,P,0.12068048910154174,0.7664042239229372
499,hn13c_ii/h13cop_ii,A,U,0.195906432748538,0.1635571450975638
500,hn13c_ii/h13cop_ii,C,H,0.2955665024630542,0.1823620180200579
501,hn13c_ii/h13cop_ii,C,P,0.21645021645021645,0.6577359847544006
502,hn13c_ii/h13cop_ii,C,U,0.3082706766917293,0.2271207049769216
503,hn13c_ii/h13cop_ii,H,P,0.2006269592476489,0.2177838103575432
504,hn13c_ii/h13cop_ii,H,U,0.0852994555353902,0.9697023402349684
505,hn13c_ii/h13cop_ii,P,U,0.17942583732057416,0.5431813002139038
506,hn13c_ii/13cs_ii,Q,A,0.675,0.0022277891643193307
507,hn13c_ii/13cs_ii,Q,C,1.0,0.012121212121212121
508,hn13c_ii/13cs_ii,Q,H,0.7019230769230769,0.0007343753192943285
509,hn13c_ii/13cs_ii,Q,P,0.7416666666666667,0.0028022858821082
510,hn13c_ii/13cs_ii,Q,U,0.75,0.018648018648018645
511,hn13c_ii/13cs_ii,A,C,0.775,0.035653512681306204
512,hn13c_ii/13cs_ii,A,H,0.21923076923076923,0.1922250926197825
513,hn13c_ii/13cs_ii,A,P,0.225,0.5690018490680032
514,hn13c_ii/13cs_ii,A,U,0.35,0.3401746342008269
515,hn13c_ii/13cs_ii,C,H,0.8653846153846154,0.009148084619782736
516,hn13c_ii/13cs_ii,C,P,0.8,0.049019607843137254
517,hn13c_ii/13cs_ii,C,U,1.0,0.012121212121212121
518,hn13c_ii/13cs_ii,H,P,0.2423076923076923,0.42889106258710064
519,hn13c_ii/13cs_ii,H,U,0.28846153846153844,0.5304653374697259
520,hn13c_ii/13cs_ii,P,U,0.2833333333333333,0.6913916388273637
521,hn13c_ii/13c34s_ii,A,H,1.0,0.3333333333333333
522,hn13c_ii/hc13ccn_ii,Q,A,1.0,0.6666666666666666
523,hn13c_ii/hnco404_ii,Q,A,0.8745819397993311,2.4533636050775555e-13
524,hn13c_ii/hnco404_ii,Q,C,0.9130434782608695,0.00011788977306218687
525,hn13c_ii/hnco404_ii,Q,H,0.9130434782608695,7.515508601470285e-12
526,hn13c_ii/hnco404_ii,Q,P,0.9130434782608695,3.536693191865605e-05
527,hn13c_ii/hnco404_ii,Q,U,0.47554347826086957,0.017630223454376193
528,hn13c_ii/hnco404_ii,A,C,0.20512820512820512,0.9398701550706481
529,hn13c_ii/hnco404_ii,A,H,0.30238726790450926,0.04996972683783878
530,hn13c_ii/hnco404_ii,A,P,0.21153846153846154,0.8915498898391878
531,hn13c_ii/hnco404_ii,A,U,0.39903846153846156,0.029416323747200282
532,hn13c_ii/hnco404_ii,C,H,0.3793103448275862,0.3883412602577687
533,hn13c_ii/hnco404_ii,C,P,0.2857142857142857,0.8717948717948717
534,hn13c_ii/hnco404_ii,C,U,0.4375,0.3045045769503974
535,hn13c_ii/hnco404_ii,H,P,0.3793103448275862,0.29491116094531655
536,hn13c_ii/hnco404_ii,H,U,0.46551724137931033,0.014434059401919962
537,hn13c_ii/hnco404_ii,P,U,0.5,0.12620891918240149
538,hn13c_ii/ch3cn_ii,Q,A,0.4458128078817734,0.027763065087943198
539,hn13c_ii/ch3cn_ii,Q,C,0.3333333333333333,0.8823529411764707
540,hn13c_ii/ch3cn_ii,Q,H,0.5952380952380952,0.00494033169173927
541,hn13c_ii/ch3cn_ii,Q,P,0.9285714285714286,0.011764705882352941
542,hn13c_ii/ch3cn_ii,Q,U,0.6071428571428571,0.027995121493573506
543,hn13c_ii/ch3cn_ii,A,C,0.2988505747126437,0.9209677419354837
544,hn13c_ii/ch3cn_ii,A,H,0.25517241379310346,0.4490963605934301
545,hn13c_ii/ch3cn_ii,A,P,0.5172413793103449,0.36491935483870974
546,hn13c_ii/ch3cn_ii,A,U,0.3146551724137931,0.4597717261853885
547,hn13c_ii/ch3cn_ii,C,H,0.3333333333333333,0.9215686274509802
548,hn13c_ii/ch3cn_ii,C,P,0.6666666666666666,0.6
549,hn13c_ii/ch3cn_ii,C,U,0.5416666666666666,0.4242424242424242
550,hn13c_ii/ch3cn_ii,H,P,0.4,0.7352941176470588
551,hn13c_ii/ch3cn_ii,H,U,0.20833333333333334,0.9393511096970514
552,hn13c_ii/ch3cn_ii,P,U,0.375,0.8363636363636363
553,hn13c_ii/hc3n_ii,Q,A,0.32152274225444955,0.0018632600883980676
554,hn13c_ii/hc3n_ii,Q,C,0.2967479674796748,0.3120790322500104
555,hn13c_ii/hc3n_ii,Q,H,0.3503711558854719,0.0008151023906321709
556,hn13c_ii/hc3n_ii,Q,P,0.4321646341463415,0.001482562742234671
557,hn13c_ii/hc3n_ii,Q,U,0.2749445676274945,0.1016902243675095
558,hn13c_ii/hc3n_ii,A,C,0.13963963963963963,0.9616032015655873
559,hn13c_ii/hc3n_ii,A,H,0.08260869565217391,0.72774984720611
560,hn13c_ii/hc3n_ii,A,P,0.18243243243243243,0.30380869413968536
561,hn13c_ii/hc3n_ii,A,U,0.2244062244062244,0.11032837079775476
562,hn13c_ii/hc3n_ii,C,H,0.15797101449275364,0.9056985815483126
563,hn13c_ii/hc3n_ii,C,P,0.25,0.5724605908467854
564,hn13c_ii/hc3n_ii,C,U,0.25757575757575757,0.5177716637710422
565,hn13c_ii/hc3n_ii,H,P,0.24565217391304348,0.08037619892417557
566,hn13c_ii/hc3n_ii,H,U,0.22424242424242424,0.1250173464749987
567,hn13c_ii/hc3n_ii,P,U,0.3560606060606061,0.0219979224081344
568,hn13c_ii/c2h_ii,Q,A,0.13301642178046671,0.33233532292459045
569,hn13c_ii/c2h_ii,Q,C,0.2153846153846154,0.5549041951691521
570,hn13c_ii/c2h_ii,Q,H,0.27802197802197803,0.001980011478781762
571,hn13c_ii/c2h_ii,Q,P,0.4681912681912682,3.3017505360314955e-05
572,hn13c_ii/c2h_ii,Q,U,0.31076923076923074,0.006369611000690402
573,hn13c_ii/c2h_ii,A,C,0.32471910112359553,0.08427872939644312
574,hn13c_ii/c2h_ii,A,H,0.364633493846977,2.9832000782363915e-09
575,hn13c_ii/c2h_ii,A,P,0.5197388399635591,3.7960321043660416e-08
576,hn13c_ii/c2h_ii,A,U,0.3442696629213483,0.00012513273697521208
577,hn13c_ii/c2h_ii,C,H,0.2968253968253968,0.15233239891297248
578,hn13c_ii/c2h_ii,C,P,0.42162162162162165,0.03207112711212451
579,hn13c_ii/c2h_ii,C,U,0.28,0.27513990735582305
580,hn13c_ii/c2h_ii,H,P,0.30416130416130416,0.0076029688807140155
581,hn13c_ii/c2h_ii,H,U,0.16634920634920636,0.24065104301271162
582,hn13c_ii/c2h_ii,P,U,0.22,0.21089350390708117
583,hn13c_ii/sio_ii,Q,A,0.38906926406926406,0.00528277336396576
584,hn13c_ii/sio_ii,Q,C,0.5,0.14863205759757486
585,hn13c_ii/sio_ii,Q,H,0.6192528735632183,3.028181828847373e-05
586,hn13c_ii/sio_ii,Q,P,0.625,0.016846828860177025
587,hn13c_ii/sio_ii,Q,U,0.47619047619047616,0.023889232906820386
588,hn13c_ii/sio_ii,A,C,0.3246753246753247,0.5028918379852216
589,hn13c_ii/sio_ii,A,H,0.2431706224809673,0.13824268082918667
590,hn13c_ii/sio_ii,A,P,0.33766233766233766,0.3894930061395864
591,hn13c_ii/sio_ii,A,U,0.22077922077922077,0.5472424422137867
592,hn13c_ii/sio_ii,C,H,0.3275862068965517,0.5415855491756821
593,hn13c_ii/sio_ii,C,P,0.42857142857142855,0.4335664335664336
594,hn13c_ii/sio_ii,C,U,0.35714285714285715,0.5639834881320949
595,hn13c_ii/sio_ii,H,P,0.29064039408866993,0.6305057213501236
596,hn13c_ii/sio_ii,H,U,0.2881773399014778,0.3489226828014539
597,hn13c_ii/sio_ii,P,U,0.35714285714285715,0.5698572411420708
598,hn13c_ii/h41a_ii,Q,A,0.6,1.0
599,hn13c_ii/h41a_ii,Q,C,1.0,1.0
600,hn13c_ii/h41a_ii,Q,H,0.8,0.6666666666666666
601,hn13c_ii/h41a_ii,Q,P,1.0,1.0
602,hn13c_ii/h41a_ii,A,C,1.0,0.3333333333333333
603,hn13c_ii/h41a_ii,A,H,0.6,0.35714285714285715
604,hn13c_ii/h41a_ii,A,P,0.8,0.6666666666666666
605,hn13c_ii/h41a_ii,C,H,0.6,1.0
606,hn13c_ii/h41a_ii,C,P,1.0,1.0
607,hn13c_ii/h41a_ii,H,P,0.8,0.6666666666666666
608,13cs_ii/hcop_ii,Q,A,0.42045454545454547,0.0603165085232358
609,13cs_ii/hcop_ii,Q,C,0.5454545454545454,0.15562378797672918
610,13cs_ii/hcop_ii,Q,H,0.4150197628458498,0.05450234356280015
611,13cs_ii/hcop_ii,Q,P,0.30735930735930733,0.39738066760664326
612,13cs_ii/hcop_ii,Q,U,0.2097902097902098,0.8935638328557971
613,13cs_ii/hcop_ii,A,C,0.25,0.8443968588886933
614,13cs_ii/hcop_ii,A,H,0.1403985507246377,0.5737491631570201
615,13cs_ii/hcop_ii,A,P,0.29464285714285715,0.12706509534975557
616,13cs_ii/hcop_ii,A,U,0.45032051282051283,0.020790091235438103
617,13cs_ii/hcop_ii,C,H,0.30434782608695654,0.5950638099856701
618,13cs_ii/hcop_ii,C,P,0.5238095238095238,0.11445559271646227
619,13cs_ii/hcop_ii,C,U,0.5384615384615384,0.11506707946336428
620,13cs_ii/hcop_ii,H,P,0.2194616977225673,0.36071000613376325
621,13cs_ii/hcop_ii,H,U,0.39687848383500557,0.04646676266458897
622,13cs_ii/hcop_ii,P,U,0.32234432234432236,0.29667772849817975
623,13cs_ii/hnc_ii,Q,A,0.5844155844155844,0.0019988160185245196
624,13cs_ii/hnc_ii,Q,C,0.7272727272727273,0.011060834590246352
625,13cs_ii/hnc_ii,Q,H,0.5823451910408433,0.001477171212938724
626,13cs_ii/hnc_ii,Q,P,0.4935064935064935,0.03500458207620756
627,13cs_ii/hnc_ii,Q,U,0.512987012987013,0.05123076232781442
628,13cs_ii/hnc_ii,A,C,0.2857142857142857,0.6329252397620875
629,13cs_ii/hnc_ii,A,H,0.2295178941141674,0.08047417003066967
630,13cs_ii/hnc_ii,A,P,0.40816326530612246,0.010678489358396555
631,13cs_ii/hnc_ii,A,U,0.5510204081632653,0.0014801571993705827
632,13cs_ii/hnc_ii,C,H,0.46790890269151136,0.0849408143685995
633,13cs_ii/hnc_ii,C,P,0.6190476190476191,0.025625823451910414
634,13cs_ii/hnc_ii,C,U,0.7142857142857143,0.01178190574475404
635,13cs_ii/hnc_ii,H,P,0.2111801242236025,0.4074496340215656
636,13cs_ii/hnc_ii,H,U,0.4803312629399586,0.005883893885012831
637,13cs_ii/hnc_ii,P,U,0.3333333333333333,0.2686234991870979
638,13cs_ii/h13cop_ii,Q,A,0.23369565217391305,0.7683159616425255
639,13cs_ii/h13cop_ii,Q,C,0.625,0.2222222222222222
640,13cs_ii/h13cop_ii,Q,H,0.2916666666666667,0.4845784039234435
641,13cs_ii/h13cop_ii,Q,P,0.21052631578947367,0.9130069930069932
642,13cs_ii/h13cop_ii,Q,U,0.4027777777777778,0.406993006993007
643,13cs_ii/h13cop_ii,A,C,0.5652173913043478,0.12953538862353456
644,13cs_ii/h13cop_ii,A,H,0.11001317523056653,0.8518148057054687
645,13cs_ii/h13cop_ii,A,P,0.18764302059496568,0.6505697778754841
646,13cs_ii/h13cop_ii,A,U,0.21739130434782608,0.7839497960025982
647,13cs_ii/h13cop_ii,C,H,0.5151515151515151,0.18900528413831452
648,13cs_ii/h13cop_ii,C,P,0.631578947368421,0.10163749294184078
649,13cs_ii/h13cop_ii,C,U,0.5555555555555556,0.2517482517482518
650,13cs_ii/h13cop_ii,H,P,0.24561403508771928,0.27908005530625085
651,13cs_ii/h13cop_ii,H,U,0.20202020202020202,0.840489340049722
652,13cs_ii/h13cop_ii,P,U,0.3567251461988304,0.3263333767681594
653,13cs_ii/hn13c_ii,Q,A,0.675,0.0022277891643193307
654,13cs_ii/hn13c_ii,Q,C,1.0,0.012121212121212121
655,13cs_ii/hn13c_ii,Q,H,0.7019230769230769,0.0007343753192943285
656,13cs_ii/hn13c_ii,Q,P,0.7416666666666667,0.0028022858821082
657,13cs_ii/hn13c_ii,Q,U,0.75,0.018648018648018645
658,13cs_ii/hn13c_ii,A,C,0.775,0.035653512681306204
659,13cs_ii/hn13c_ii,A,H,0.21923076923076923,0.1922250926197825
660,13cs_ii/hn13c_ii,A,P,0.225,0.5690018490680032
661,13cs_ii/hn13c_ii,A,U,0.35,0.3401746342008269
662,13cs_ii/hn13c_ii,C,H,0.8653846153846154,0.009148084619782736
663,13cs_ii/hn13c_ii,C,P,0.8,0.049019607843137254
664,13cs_ii/hn13c_ii,C,U,1.0,0.012121212121212121
665,13cs_ii/hn13c_ii,H,P,0.2423076923076923,0.42889106258710064
666,13cs_ii/hn13c_ii,H,U,0.28846153846153844,0.5304653374697259
667,13cs_ii/hn13c_ii,P,U,0.2833333333333333,0.6913916388273637
668,13cs_ii/hnco404_ii,Q,A,0.9411764705882353,4.622887918082427e-05
669,13cs_ii/hnco404_ii,Q,C,1.0,0.25
670,13cs_ii/hnco404_ii,Q,H,1.0,5.778609897603034e-06
671,13cs_ii/hnco404_ii,Q,P,1.0,0.05555555555555555
672,13cs_ii/hnco404_ii,Q,U,0.8333333333333334,0.01515151515151515
673,13cs_ii/hnco404_ii,A,C,0.8823529411764706,0.3333333333333333
674,13cs_ii/hnco404_ii,A,H,0.4117647058823529,0.11237727674551706
675,13cs_ii/hnco404_ii,A,P,0.47058823529411764,0.7134502923976607
676,13cs_ii/hnco404_ii,A,U,0.38235294117647056,0.4052225425223138
677,13cs_ii/hnco404_ii,C,H,0.8823529411764706,0.3333333333333333
678,13cs_ii/hnco404_ii,C,P,1.0,0.6666666666666666
679,13cs_ii/hnco404_ii,C,U,1.0,0.2857142857142857
680,13cs_ii/hnco404_ii,H,P,0.5882352941176471,0.42105263157894735
681,13cs_ii/hnco404_ii,H,U,0.5,0.13711155358752614
682,13cs_ii/hnco404_ii,P,U,0.5,0.8571428571428572
683,13cs_ii/ch3cn_ii,Q,A,0.95,0.0002258610954263128
684,13cs_ii/ch3cn_ii,Q,C,1.0,0.09523809523809523
685,13cs_ii/ch3cn_ii,Q,H,1.0,0.0001719986240110079
686,13cs_ii/ch3cn_ii,Q,P,1.0,0.03571428571428571
687,13cs_ii/ch3cn_ii,Q,U,1.0,0.015873015873015872
688,13cs_ii/ch3cn_ii,A,C,0.5,0.6493506493506493
689,13cs_ii/ch3cn_ii,A,H,0.15714285714285714,0.9619758920493754
690,13cs_ii/ch3cn_ii,A,P,0.35,0.8063241106719367
691,13cs_ii/ch3cn_ii,A,U,0.35,0.7494824016563149
692,13cs_ii/ch3cn_ii,C,H,0.42857142857142855,0.8666666666666667
693,13cs_ii/ch3cn_ii,C,P,0.5,0.9
694,13cs_ii/ch3cn_ii,C,U,0.5,0.9333333333333332
695,13cs_ii/ch3cn_ii,H,P,0.35714285714285715,0.8161764705882353
696,13cs_ii/ch3cn_ii,H,U,0.35714285714285715,0.7496732026143791
697,13cs_ii/ch3cn_ii,P,U,0.3333333333333333,0.9714285714285715
698,13cs_ii/hc3n_ii,Q,A,0.644927536231884,0.0017115762599504076
699,13cs_ii/hc3n_ii,Q,C,0.7777777777777778,0.04195804195804195
700,13cs_ii/hc3n_ii,Q,H,0.6666666666666666,0.0006099362935984686
701,13cs_ii/hc3n_ii,Q,P,0.7301587301587301,0.0008367844050002972
702,13cs_ii/hc3n_ii,Q,U,0.5757575757575758,0.05010716837342224
703,13cs_ii/hc3n_ii,A,C,0.5434782608695652,0.15762049500651323
704,13cs_ii/hc3n_ii,A,H,0.2391304347826087,0.0758212560458205
705,13cs_ii/hc3n_ii,A,P,0.3219461697722567,0.07746623521521864
706,13cs_ii/hc3n_ii,A,U,0.2075098814229249,0.7631450941873548
707,13cs_ii/hc3n_ii,C,H,0.3333333333333333,0.687963396819272
708,13cs_ii/hc3n_ii,C,P,0.3333333333333333,0.7386561264822135
709,13cs_ii/hc3n_ii,C,U,0.45454545454545453,0.4937728937728937
710,13cs_ii/hc3n_ii,H,P,0.13457556935817805,0.8884197598441254
711,13cs_ii/hc3n_ii,H,U,0.28063241106719367,0.36947079796638893
712,13cs_ii/hc3n_ii,P,U,0.3593073593073593,0.22097877860077408
713,13cs_ii/c2h_ii,Q,A,0.7584541062801933,8.61442852611058e-05
714,13cs_ii/c2h_ii,Q,C,0.8888888888888888,0.005994005994005993
715,13cs_ii/c2h_ii,Q,H,0.6535947712418301,0.0008661871622589444
716,13cs_ii/c2h_ii,Q,P,0.3333333333333333,0.41087679936255644
717,13cs_ii/c2h_ii,Q,U,0.30303030303030304,0.6364015241724219
718,13cs_ii/c2h_ii,A,C,0.30434782608695654,0.6954952193643414
719,13cs_ii/c2h_ii,A,H,0.2186700767263427,0.12080148209863852
720,13cs_ii/c2h_ii,A,P,0.5269151138716356,0.000334230010841862
721,13cs_ii/c2h_ii,A,U,0.6304347826086957,0.0006409432440801274
722,13cs_ii/c2h_ii,C,H,0.32941176470588235,0.585678387710952
723,13cs_ii/c2h_ii,C,P,0.7142857142857143,0.016327151109759803
