,column,class1,class2,stat,p_value
71,hcop_ii/hc13ccn_ii,C,U,1.0,1.0
72,hcop_ii/hnco404_ii,Q,A,0.5184331797235023,1.2769464834209367e-08
73,hcop_ii/hnco404_ii,Q,C,0.5,0.017294393765375934
74,hcop_ii/hnco404_ii,Q,H,0.5467532467532468,5.782961163458179e-08
75,hcop_ii/hnco404_ii,Q,P,0.7746031746031746,1.9603169551567192e-05
76,hcop_ii/hnco404_ii,Q,U,0.16666666666666666,0.22267025737406512
77,hcop_ii/hnco404_ii,A,C,0.23870967741935484,0.6283738218028618
78,hcop_ii/hnco404_ii,A,H,0.13856304985337242,0.6423333132455257
79,hcop_ii/hnco404_ii,A,P,0.4050179211469534,0.11530408262545366
80,hcop_ii/hnco404_ii,A,U,0.38626964433416044,3.883702449103009e-05
81,hcop_ii/hnco404_ii,C,H,0.35454545454545455,0.20329907510232378
82,hcop_ii/hnco404_ii,C,P,0.4888888888888889,0.13534607807053628
83,hcop_ii/hnco404_ii,C,U,0.38974358974358975,0.10089606666252093
84,hcop_ii/hnco404_ii,H,P,0.3207070707070707,0.35213372677768795
85,hcop_ii/hnco404_ii,H,U,0.44638694638694637,1.3690526200460511e-05
86,hcop_ii/hnco404_ii,P,U,0.6837606837606838,0.00033089841428141575
87,hcop_ii/ch3cn_ii,Q,A,0.24074074074074073,0.2925755456958401
88,hcop_ii/ch3cn_ii,Q,C,0.4444444444444444,0.5625615763546798
89,hcop_ii/ch3cn_ii,Q,H,0.2982456140350877,0.21780272662554886
90,hcop_ii/ch3cn_ii,Q,P,0.3425925925925926,0.7012553631018591
91,hcop_ii/ch3cn_ii,Q,U,0.42592592592592593,0.07299244710868222
92,hcop_ii/ch3cn_ii,A,C,0.4722222222222222,0.4698544698544697
93,hcop_ii/ch3cn_ii,A,H,0.24561403508771928,0.37090389284672964
94,hcop_ii/ch3cn_ii,A,P,0.3611111111111111,0.6561987088302879
95,hcop_ii/ch3cn_ii,A,U,0.3888888888888889,0.11513150430463281
96,hcop_ii/ch3cn_ii,C,H,0.3508771929824561,0.8090909090909091
97,hcop_ii/ch3cn_ii,C,P,0.3333333333333333,0.9714285714285715
98,hcop_ii/ch3cn_ii,C,U,0.25,0.9978021978021978
99,hcop_ii/ch3cn_ii,H,P,0.25,0.9548277809147375
100,hcop_ii/ch3cn_ii,H,U,0.23684210526315788,0.6995821125240288
101,hcop_ii/ch3cn_ii,P,U,0.16666666666666666,1.0
102,hcop_ii/hc3n_ii,Q,A,0.15929333824070666,0.03662408673178232
103,hcop_ii/hc3n_ii,Q,C,0.25353535353535356,0.22791573047291344
104,hcop_ii/hc3n_ii,Q,H,0.1887908208296558,0.010106466084445867
105,hcop_ii/hc3n_ii,Q,P,0.341101152368758,5.61736600396986e-05
106,hcop_ii/hc3n_ii,Q,U,0.18736517719568568,0.030807823411893816
107,hcop_ii/hc3n_ii,A,C,0.13990103463787673,0.8508810550542302
108,hcop_ii/hc3n_ii,A,H,0.07399473291144217,0.5377479357038606
109,hcop_ii/hc3n_ii,A,P,0.3081484860580487,3.8092684094532385e-05
110,hcop_ii/hc3n_ii,A,U,0.16866808481438275,0.018287498524560717
111,hcop_ii/hc3n_ii,C,H,0.18015102481121897,0.5910561618295136
112,hcop_ii/hc3n_ii,C,P,0.4241001564945227,0.0080428931622774
113,hcop_ii/hc3n_ii,C,U,0.2871939736346516,0.12293885099916887
114,hcop_ii/hc3n_ii,H,P,0.2857240530562013,0.0002623029975491978
115,hcop_ii/hc3n_ii,H,U,0.12637814711206188,0.16395573307380193
116,hcop_ii/hc3n_ii,P,U,0.22356170923848173,0.01987915484869554
117,hcop_ii/c2h_ii,Q,A,0.1470496018059823,0.003086934279307317
118,hcop_ii/c2h_ii,Q,C,0.08336798336798337,0.8412698011022002
119,hcop_ii/c2h_ii,Q,H,0.10257154529230901,0.08646955771386451
120,hcop_ii/c2h_ii,Q,P,0.21944123111438288,1.5900080123229114e-05
121,hcop_ii/c2h_ii,Q,U,0.04319982633235645,0.9714636303605233
122,hcop_ii/c2h_ii,A,C,0.19557379975013386,0.0225966428364938
123,hcop_ii/c2h_ii,A,H,0.22404465388257314,7.53191991376564e-10
124,hcop_ii/c2h_ii,A,P,0.3256294744824722,1.2455419511530547e-15
125,hcop_ii/c2h_ii,A,U,0.16004621735200664,0.0005266830198044426
126,hcop_ii/c2h_ii,C,H,0.10457132366440243,0.5312715313665646
127,hcop_ii/c2h_ii,C,P,0.19449266686620773,0.03336989742969526
128,hcop_ii/c2h_ii,C,U,0.1001544640098857,0.6355469958450024
129,hcop_ii/c2h_ii,H,P,0.12740172543484116,0.01012167655098589
130,hcop_ii/c2h_ii,H,U,0.09903096874370992,0.08588269482485336
131,hcop_ii/c2h_ii,P,U,0.20466301001672058,3.904804209094051e-05
132,hcop_ii/sio_ii,Q,A,0.2188847369933889,0.031799575076267794
133,hcop_ii/sio_ii,Q,C,0.37370892018779345,0.04652156310383375
134,hcop_ii/sio_ii,Q,H,0.35038804254096007,0.0010843433147766951
135,hcop_ii/sio_ii,Q,P,0.31882202304737517,0.23131208930090535
136,hcop_ii/sio_ii,Q,U,0.1467753891771683,0.3610817557544028
137,hcop_ii/sio_ii,A,C,0.19251700680272107,0.6455251684303552
138,hcop_ii/sio_ii,A,H,0.2755102040816326,0.012825050493196037
139,hcop_ii/sio_ii,A,P,0.17717996289424862,0.8581552785142317
140,hcop_ii/sio_ii,A,U,0.2083780880773362,0.040426967575176935
141,hcop_ii/sio_ii,C,H,0.38231292517006804,0.05002638290462968
142,hcop_ii/sio_ii,C,P,0.30303030303030304,0.5001480683806703
143,hcop_ii/sio_ii,C,U,0.34035087719298246,0.08133558358521377
144,hcop_ii/sio_ii,H,P,0.287569573283859,0.37058409492796296
145,hcop_ii/sio_ii,H,U,0.2932330827067669,0.009027808182145047
146,hcop_ii/sio_ii,P,U,0.2930622009569378,0.3139147712001797
147,hcop_ii/h41a_ii,Q,A,0.5714285714285714,1.0
148,hcop_ii/h41a_ii,Q,C,1.0,1.0
149,hcop_ii/h41a_ii,Q,H,0.5454545454545454,1.0
150,hcop_ii/h41a_ii,Q,P,0.5,1.0
151,hcop_ii/h41a_ii,A,C,0.5714285714285714,1.0
152,hcop_ii/h41a_ii,A,H,0.22077922077922077,0.9396681749622924
153,hcop_ii/h41a_ii,A,P,0.5,0.75
154,hcop_ii/h41a_ii,C,H,0.5454545454545454,1.0
155,hcop_ii/h41a_ii,C,P,0.5,1.0
156,hcop_ii/h41a_ii,H,P,0.4090909090909091,0.8846153846153846
157,hnc_ii/hcop_ii,Q,A,0.0916795701951952,0.014191438617095372
158,hnc_ii/hcop_ii,Q,C,0.07745535714285715,0.4960343806727058
159,hnc_ii/hcop_ii,Q,H,0.14607520969721768,1.1699771536276095e-05
160,hnc_ii/hcop_ii,Q,P,0.2595874898208469,6.838028990131341e-12
161,hnc_ii/hcop_ii,Q,U,0.20288129456327986,3.9224778248137754e-10
162,hnc_ii/hcop_ii,A,C,0.047876447876447875,0.9399756256855152
163,hnc_ii/hcop_ii,A,H,0.08563719202017074,0.017250961071134392
164,hnc_ii/hcop_ii,A,P,0.2152918390703407,5.044487700322869e-09
165,hnc_ii/hcop_ii,A,U,0.17297779062484944,1.9391673506546902e-08
166,hnc_ii/hcop_ii,C,H,0.10182370820668693,0.17424090414724547
167,hnc_ii/hcop_ii,C,P,0.19781293624941834,0.0008851657779048767
168,hnc_ii/hcop_ii,C,U,0.18139801375095493,0.0010164942356297292
169,hnc_ii/hcop_ii,H,P,0.14209631244768814,0.0004524494269084916
170,hnc_ii/hcop_ii,H,U,0.11243658302481832,0.001100185915875418
171,hnc_ii/hcop_ii,P,U,0.07576047890284333,0.19216889901962
172,hnc_ii/h13cop_ii,Q,A,0.13697640828117477,0.04809552462142355
173,hnc_ii/h13cop_ii,Q,C,0.14039179104477612,0.6312107753872956
174,hnc_ii/h13cop_ii,Q,H,0.17594585213467545,0.010251381807647893
175,hnc_ii/h13cop_ii,Q,P,0.1987530700925751,0.03316035387747
176,hnc_ii/h13cop_ii,Q,U,0.23432835820895523,0.002074923982893659
177,hnc_ii/h13cop_ii,A,C,0.10328079178885631,0.8792765404791612
178,hnc_ii/h13cop_ii,A,H,0.12616790561276683,0.02684728105724515
179,hnc_ii/h13cop_ii,A,P,0.2266602323768514,0.00221436219025117
180,hnc_ii/h13cop_ii,A,U,0.22756598240469209,0.00028758926694653
181,hnc_ii/h13cop_ii,C,H,0.17034883720930233,0.34997997576568307
182,hnc_ii/h13cop_ii,C,P,0.19699367088607594,0.29351979633362796
183,hnc_ii/h13cop_ii,C,U,0.19375,0.2677571962696066
184,hnc_ii/h13cop_ii,H,P,0.13629673241095083,0.20944833749243855
185,hnc_ii/h13cop_ii,H,U,0.13023255813953488,0.1519015450535935
186,hnc_ii/h13cop_ii,P,U,0.12209436133486766,0.45351361736678253
187,hnc_ii/hn13c_ii,Q,A,0.23858004740357683,0.0012137190403196604
188,hnc_ii/hn13c_ii,Q,C,0.1474840948525159,0.8273754053302159
189,hnc_ii/hn13c_ii,Q,H,0.34945054945054943,2.582298064251248e-06
190,hnc_ii/hn13c_ii,Q,P,0.3956043956043956,0.0002535326086407306
191,hnc_ii/hn13c_ii,Q,U,0.36538461538461536,7.830490590044141e-05
192,hnc_ii/hn13c_ii,A,C,0.27270381836945307,0.12261518417360343
193,hnc_ii/hn13c_ii,A,H,0.23099547511312218,0.0003251862831749404
194,hnc_ii/hn13c_ii,A,P,0.38687782805429866,6.576300499524462e-05
195,hnc_ii/hn13c_ii,A,U,0.3480392156862745,1.679748773246295e-05
196,hnc_ii/hn13c_ii,C,H,0.342914979757085,0.030100833895216096
197,hnc_ii/hn13c_ii,C,P,0.5060728744939271,0.001760772441743389
198,hnc_ii/hn13c_ii,C,U,0.47017543859649125,0.0020097820814056738
199,hnc_ii/hn13c_ii,H,P,0.18461538461538463,0.2298991118968583
200,hnc_ii/hn13c_ii,H,U,0.17051282051282052,0.1621832382218713
201,hnc_ii/hn13c_ii,P,U,0.16923076923076924,0.44842622989631276
202,hnc_ii/13cs_ii,Q,A,0.5844155844155844,0.0019988160185245196
203,hnc_ii/13cs_ii,Q,C,0.7272727272727273,0.011060834590246352
204,hnc_ii/13cs_ii,Q,H,0.5823451910408433,0.001477171212938724
205,hnc_ii/13cs_ii,Q,P,0.4935064935064935,0.03500458207620756
206,hnc_ii/13cs_ii,Q,U,0.512987012987013,0.05123076232781442
207,hnc_ii/13cs_ii,A,C,0.2857142857142857,0.6329252397620875
208,hnc_ii/13cs_ii,A,H,0.2295178941141674,0.08047417003066967
209,hnc_ii/13cs_ii,A,P,0.40816326530612246,0.010678489358396555
210,hnc_ii/13cs_ii,A,U,0.5510204081632653,0.0014801571993705827
211,hnc_ii/13cs_ii,C,H,0.46790890269151136,0.0849408143685995
212,hnc_ii/13cs_ii,C,P,0.6190476190476191,0.025625823451910414
213,hnc_ii/13cs_ii,C,U,0.7142857142857143,0.01178190574475404
214,hnc_ii/13cs_ii,H,P,0.2111801242236025,0.4074496340215656
215,hnc_ii/13cs_ii,H,U,0.4803312629399586,0.005883893885012831
216,hnc_ii/13cs_ii,P,U,0.3333333333333333,0.2686234991870979
217,hnc_ii/13c34s_ii,A,H,1.0,0.2
218,hnc_ii/13c34s_ii,A,P,1.0,0.6666666666666666
219,hnc_ii/13c34s_ii,A,U,0.5,1.0
220,hnc_ii/13c34s_ii,H,P,1.0,0.5
221,hnc_ii/13c34s_ii,H,U,0.5,0.9
222,hnc_ii/13c34s_ii,P,U,0.5,1.0
223,hnc_ii/hc13ccn_ii,Q,A,0.5,0.8571428571428572
224,hnc_ii/hc13ccn_ii,Q,C,0.6666666666666666,0.8571428571428571
225,hnc_ii/hc13ccn_ii,Q,U,0.6666666666666666,0.8571428571428571
226,hnc_ii/hc13ccn_ii,A,C,1.0,0.6666666666666666
227,hnc_ii/hc13ccn_ii,A,U,0.5,1.0
228,hnc_ii/hc13ccn_ii,C,U,1.0,1.0
229,hnc_ii/hnco404_ii,Q,A,0.7464049747376603,8.393059665989287e-20
230,hnc_ii/hnco404_ii,Q,C,0.6156626506024097,0.0009005355172237839
231,hnc_ii/hnco404_ii,Q,H,0.6883899233296824,1.1970716155935663e-13
232,hnc_ii/hnco404_ii,Q,P,0.8795180722891566,2.128356225489555e-07
233,hnc_ii/hnco404_ii,Q,U,0.20526550647032574,0.052307604613695324
234,hnc_ii/hnco404_ii,A,C,0.21935483870967742,0.7263429218543691
235,hnc_ii/hnco404_ii,A,H,0.18621700879765396,0.288775640047136
236,hnc_ii/hnco404_ii,A,P,0.26344086021505375,0.5546250932998932
237,hnc_ii/hnco404_ii,A,U,0.6164874551971327,5.060183485275846e-13
238,hnc_ii/hnco404_ii,C,H,0.3090909090909091,0.34502643215626316
239,hnc_ii/hnco404_ii,C,P,0.3,0.6374786204507567
240,hnc_ii/hnco404_ii,C,U,0.5024691358024691,0.014248565553385141
241,hnc_ii/hnco404_ii,H,P,0.25252525252525254,0.6400766398053821
242,hnc_ii/hnco404_ii,H,U,0.5628507295173962,6.940888780367784e-09
243,hnc_ii/hnco404_ii,P,U,0.7530864197530864,4.166596621902704e-05
244,hnc_ii/ch3cn_ii,Q,A,0.16666666666666666,0.7333008643687404
245,hnc_ii/ch3cn_ii,Q,C,0.4074074074074074,0.6586206896551725
246,hnc_ii/ch3cn_ii,Q,H,0.2982456140350877,0.21780272662554886
247,hnc_ii/ch3cn_ii,Q,P,0.37962962962962965,0.5846496106785318
248,hnc_ii/ch3cn_ii,Q,U,0.30952380952380953,0.26913981872777776
249,hnc_ii/ch3cn_ii,A,C,0.4444444444444444,0.5413064886749098
250,hnc_ii/ch3cn_ii,A,H,0.27631578947368424,0.2455942307999277
251,hnc_ii/ch3cn_ii,A,P,0.3888888888888889,0.5666921982711457
252,hnc_ii/ch3cn_ii,A,U,0.30158730158730157,0.2600789610993051
253,hnc_ii/ch3cn_ii,C,H,0.3333333333333333,0.8597402597402596
254,hnc_ii/ch3cn_ii,C,P,0.25,1.0
255,hnc_ii/ch3cn_ii,C,U,0.2619047619047619,0.9823529411764708
256,hnc_ii/ch3cn_ii,H,P,0.2894736842105263,0.8577075098814227
257,hnc_ii/ch3cn_ii,H,U,0.2518796992481203,0.590186106848824
258,hnc_ii/ch3cn_ii,P,U,0.25,0.9735294117647059
259,hnc_ii/hc3n_ii,Q,A,0.1290424857324033,0.1329447223846131
260,hnc_ii/hc3n_ii,Q,C,0.1824561403508772,0.5563037967160185
261,hnc_ii/hc3n_ii,Q,H,0.19059011164274323,0.008045811274415691
262,hnc_ii/hc3n_ii,Q,P,0.41129231529528043,3.671017771306355e-07
263,hnc_ii/hc3n_ii,Q,U,0.14027838190517616,0.17480494258892193
264,hnc_ii/hc3n_ii,A,C,0.14899598393574298,0.7482838623761695
265,hnc_ii/hc3n_ii,A,H,0.08462558367441056,0.36308547000454716
266,hnc_ii/hc3n_ii,A,P,0.32473556196617454,1.1086021999611638e-05
267,hnc_ii/hc3n_ii,A,U,0.17796807062962594,0.009747308808247227
268,hnc_ii/hc3n_ii,C,H,0.17272727272727273,0.5841029005743583
269,hnc_ii/hc3n_ii,C,P,0.32253521126760565,0.05970314744197864
270,hnc_ii/hc3n_ii,C,U,0.23057851239669422,0.26736178310457465
271,hnc_ii/hc3n_ii,H,P,0.2924725385807669,0.0001643487784826344
272,hnc_ii/hc3n_ii,H,U,0.19443236189647672,0.005124203966210812
273,hnc_ii/hc3n_ii,P,U,0.29961587708066584,0.0004624807328182813
274,hnc_ii/c2h_ii,Q,A,0.06593095642331635,0.5072477248696614
275,hnc_ii/c2h_ii,Q,C,0.17025518341307816,0.09016979698095728
276,hnc_ii/c2h_ii,Q,H,0.2473890608875129,1.779448098846647e-08
277,hnc_ii/c2h_ii,Q,P,0.4283965728274174,1.74802669370368e-20
278,hnc_ii/c2h_ii,Q,U,0.19095816464237517,0.00028949410255632785
279,hnc_ii/c2h_ii,A,C,0.2031140902108644,0.01492578641092745
280,hnc_ii/c2h_ii,A,H,0.27981024667931687,2.5416624540487133e-15
281,hnc_ii/c2h_ii,A,P,0.46633086843139354,2.3254283179661967e-32
282,hnc_ii/c2h_ii,A,U,0.23500438441015692,4.0046931124511735e-08
283,hnc_ii/c2h_ii,C,H,0.14556149732620322,0.15916793892942244
284,hnc_ii/c2h_ii,C,P,0.3047921071176885,7.976013411589345e-05
285,hnc_ii/c2h_ii,C,U,0.10078517973254815,0.6215832932553895
286,hnc_ii/c2h_ii,H,P,0.25297765617875057,1.5613829856771218e-09
287,hnc_ii/c2h_ii,H,U,0.09031674208144796,0.1448265492299598
288,hnc_ii/c2h_ii,P,U,0.2492232369833349,2.1623788890491118e-07
289,hnc_ii/sio_ii,Q,A,0.22512886597938145,0.019103478950782845
290,hnc_ii/sio_ii,Q,C,0.4125,0.019160384436349504
291,hnc_ii/sio_ii,Q,H,0.4166666666666667,3.62831603924444e-05
292,hnc_ii/sio_ii,Q,P,0.33636363636363636,0.1764571950149306
293,hnc_ii/sio_ii,Q,U,0.19537037037037036,0.07135700902858014
294,hnc_ii/sio_ii,A,C,0.27353951890034367,0.23761098274002027
295,hnc_ii/sio_ii,A,H,0.30455326460481097,0.004135534268325206
296,hnc_ii/sio_ii,A,P,0.1583880037488285,0.9290488174469183
297,hnc_ii/sio_ii,A,U,0.3269695812651139,0.00010186695054515351
298,hnc_ii/sio_ii,C,H,0.2625,0.3458245811772038
299,hnc_ii/sio_ii,C,P,0.19393939393939394,0.9242319599904738
300,hnc_ii/sio_ii,C,U,0.5259259259259259,0.0009286550524728478
301,hnc_ii/sio_ii,H,P,0.2821969696969697,0.39504044702692115
302,hnc_ii/sio_ii,H,U,0.375,0.00026533412498153303
303,hnc_ii/sio_ii,P,U,0.4107744107744108,0.05429843231035454
304,hnc_ii/h41a_ii,Q,A,0.7142857142857143,0.75
305,hnc_ii/h41a_ii,Q,C,1.0,1.0
306,hnc_ii/h41a_ii,Q,H,0.7272727272727273,0.6666666666666666
307,hnc_ii/h41a_ii,Q,P,1.0,0.6666666666666666
308,hnc_ii/h41a_ii,A,C,0.7142857142857143,0.75
309,hnc_ii/h41a_ii,A,H,0.45454545454545453,0.2474233283056812
310,hnc_ii/h41a_ii,A,P,0.42857142857142855,0.8888888888888888
311,hnc_ii/h41a_ii,C,H,0.5454545454545454,1.0
312,hnc_ii/h41a_ii,C,P,0.5,1.0
313,hnc_ii/h41a_ii,H,P,0.45454545454545453,0.7948717948717948
314,h13cop_ii/hcop_ii,Q,A,0.06416420118343195,0.8098984074376394
315,h13cop_ii/hcop_ii,Q,C,0.11614583333333334,0.8557996403447113
316,h13cop_ii/hcop_ii,Q,H,0.13053843896713616,0.11750240800170654
317,h13cop_ii/hcop_ii,Q,P,0.2947982594936709,0.0002946085932398679
318,h13cop_ii/hcop_ii,Q,U,0.29369212962962965,5.7003544057135555e-05
319,h13cop_ii/hcop_ii,A,C,0.10611439842209074,0.88127882047617
320,h13cop_ii/hcop_ii,A,H,0.0910214740117232,0.21237213322237772
321,h13cop_ii/hcop_ii,A,P,0.2537263126357576,0.0004015954677999653
322,h13cop_ii/hcop_ii,A,U,0.25684856454087224,3.003175603981374e-05
323,h13cop_ii/hcop_ii,C,H,0.10234741784037558,0.916671907261308
324,h13cop_ii/hcop_ii,C,P,0.2708860759493671,0.06589738048072763
325,h13cop_ii/hcop_ii,C,U,0.2574074074074074,0.07356695304576946
326,h13cop_ii/hcop_ii,H,P,0.17792832947049386,0.04478161697866592
327,h13cop_ii/hcop_ii,H,U,0.20461658841940533,0.0040645328384279885
328,h13cop_ii/hcop_ii,P,U,0.10548523206751055,0.6403690233575441
329,h13cop_ii/hnc_ii,Q,A,0.13697640828117477,0.04809552462142355
330,h13cop_ii/hnc_ii,Q,C,0.14039179104477612,0.6312107753872956
331,h13cop_ii/hnc_ii,Q,H,0.17594585213467545,0.010251381807647893
332,h13cop_ii/hnc_ii,Q,P,0.1987530700925751,0.03316035387747
333,h13cop_ii/hnc_ii,Q,U,0.23432835820895523,0.002074923982893659
334,h13cop_ii/hnc_ii,A,C,0.10328079178885631,0.8792765404791612
335,h13cop_ii/hnc_ii,A,H,0.12616790561276683,0.02684728105724515
336,h13cop_ii/hnc_ii,A,P,0.2266602323768514,0.00221436219025117
337,h13cop_ii/hnc_ii,A,U,0.22756598240469209,0.00028758926694653
338,h13cop_ii/hnc_ii,C,H,0.17034883720930233,0.34997997576568307
339,h13cop_ii/hnc_ii,C,P,0.19699367088607594,0.29351979633362796
340,h13cop_ii/hnc_ii,C,U,0.19375,0.2677571962696066
341,h13cop_ii/hnc_ii,H,P,0.13629673241095083,0.20944833749243855
342,h13cop_ii/hnc_ii,H,U,0.13023255813953488,0.1519015450535935
343,h13cop_ii/hnc_ii,P,U,0.12209436133486766,0.45351361736678253
344,h13cop_ii/hn13c_ii,Q,A,0.23777777777777778,0.02043440466878304
345,h13cop_ii/hn13c_ii,Q,C,0.1742857142857143,0.8349270734726614
346,h13cop_ii/hn13c_ii,Q,H,0.33586206896551724,0.0005055173696153584
347,h13cop_ii/hn13c_ii,Q,P,0.30787878787878786,0.033964329743073896
348,h13cop_ii/hn13c_ii,Q,U,0.3957894736842105,0.0015157609954855654
349,h13cop_ii/hn13c_ii,A,C,0.19507101086048453,0.6352075829659697
350,h13cop_ii/hn13c_ii,A,H,0.1301169590643275,0.17221265302510264
351,h13cop_ii/hn13c_ii,A,P,0.12068048910154174,0.7664042239229372
352,h13cop_ii/hn13c_ii,A,U,0.195906432748538,0.1635571450975638
353,h13cop_ii/hn13c_ii,C,H,0.2955665024630542,0.1823620180200579
354,h13cop_ii/hn13c_ii,C,P,0.21645021645021645,0.6577359847544006
355,h13cop_ii/hn13c_ii,C,U,0.3082706766917293,0.2271207049769216
356,h13cop_ii/hn13c_ii,H,P,0.2006269592476489,0.2177838103575432
357,h13cop_ii/hn13c_ii,H,U,0.0852994555353902,0.9697023402349684
358,h13cop_ii/hn13c_ii,P,U,0.17942583732057416,0.5431813002139038
359,h13cop_ii/13cs_ii,Q,A,0.23369565217391305,0.7683159616425255
360,h13cop_ii/13cs_ii,Q,C,0.625,0.2222222222222222
361,h13cop_ii/13cs_ii,Q,H,0.2916666666666667,0.4845784039234435
