,hcop_ii/hnc_ii,hcop_ii/h13cop_ii,hcop_ii/hn13c_ii,hcop_ii/13cs_ii,hcop_ii/13c34s_ii,hcop_ii/hc13ccn_ii,hcop_ii/hnco404_ii,hcop_ii/ch3cn_ii,hcop_ii/hc3n_ii,hcop_ii/hnco413_ii,hcop_ii/c2h_ii,hcop_ii/sio_ii,hcop_ii/h41a_ii,hnc_ii/hcop_ii,hnc_ii/h13cop_ii,hnc_ii/hn13c_ii,hnc_ii/13cs_ii,hnc_ii/13c34s_ii,hnc_ii/hc13ccn_ii,hnc_ii/hnco404_ii,hnc_ii/ch3cn_ii,hnc_ii/hc3n_ii,hnc_ii/hnco413_ii,hnc_ii/c2h_ii,hnc_ii/sio_ii,hnc_ii/h41a_ii,h13cop_ii/hcop_ii,h13cop_ii/hnc_ii,h13cop_ii/hn13c_ii,h13cop_ii/13cs_ii,h13cop_ii/13c34s_ii,h13cop_ii/hc13ccn_ii,h13cop_ii/hnco404_ii,h13cop_ii/ch3cn_ii,h13cop_ii/hc3n_ii,h13cop_ii/hnco413_ii,h13cop_ii/c2h_ii,h13cop_ii/sio_ii,h13cop_ii/h41a_ii,hn13c_ii/hcop_ii,hn13c_ii/hnc_ii,hn13c_ii/h13cop_ii,hn13c_ii/13cs_ii,hn13c_ii/13c34s_ii,hn13c_ii/hc13ccn_ii,hn13c_ii/hnco404_ii,hn13c_ii/ch3cn_ii,hn13c_ii/hc3n_ii,hn13c_ii/hnco413_ii,hn13c_ii/c2h_ii,hn13c_ii/sio_ii,hn13c_ii/h41a_ii,13cs_ii/hcop_ii,13cs_ii/hnc_ii,13cs_ii/h13cop_ii,13cs_ii/hn13c_ii,13cs_ii/13c34s_ii,13cs_ii/hc13ccn_ii,13cs_ii/hnco404_ii,13cs_ii/ch3cn_ii,13cs_ii/hc3n_ii,13cs_ii/hnco413_ii,13cs_ii/c2h_ii,13cs_ii/sio_ii,13cs_ii/h41a_ii,13c34s_ii/hcop_ii,13c34s_ii/hnc_ii,13c34s_ii/h13cop_ii,13c34s_ii/hn13c_ii,13c34s_ii/13cs_ii,13c34s_ii/hc13ccn_ii,13c34s_ii/hnco404_ii,13c34s_ii/ch3cn_ii,13c34s_ii/hc3n_ii,13c34s_ii/hnco413_ii,13c34s_ii/c2h_ii,13c34s_ii/sio_ii,13c34s_ii/h41a_ii,hc13ccn_ii/hcop_ii,hc13ccn_ii/hnc_ii,hc13ccn_ii/h13cop_ii,hc13ccn_ii/hn13c_ii,hc13ccn_ii/13cs_ii,hc13ccn_ii/13c34s_ii,hc13ccn_ii/hnco404_ii,hc13ccn_ii/ch3cn_ii,hc13ccn_ii/hc3n_ii,hc13ccn_ii/hnco413_ii,hc13ccn_ii/c2h_ii,hc13ccn_ii/sio_ii,hc13ccn_ii/h41a_ii,hnco404_ii/hcop_ii,hnco404_ii/hnc_ii,hnco404_ii/h13cop_ii,hnco404_ii/hn13c_ii,hnco404_ii/13cs_ii,hnco404_ii/13c34s_ii,hnco404_ii/hc13ccn_ii,hnco404_ii/ch3cn_ii,hnco404_ii/hc3n_ii,hnco404_ii/hnco413_ii,hnco404_ii/c2h_ii,hnco404_ii/sio_ii,hnco404_ii/h41a_ii,ch3cn_ii/hcop_ii,ch3cn_ii/hnc_ii,ch3cn_ii/h13cop_ii,ch3cn_ii/hn13c_ii,ch3cn_ii/13cs_ii,ch3cn_ii/13c34s_ii,ch3cn_ii/hc13ccn_ii,ch3cn_ii/hnco404_ii,ch3cn_ii/hc3n_ii,ch3cn_ii/hnco413_ii,ch3cn_ii/c2h_ii,ch3cn_ii/sio_ii,ch3cn_ii/h41a_ii,hc3n_ii/hcop_ii,hc3n_ii/hnc_ii,hc3n_ii/h13cop_ii,hc3n_ii/hn13c_ii,hc3n_ii/13cs_ii,hc3n_ii/13c34s_ii,hc3n_ii/hc13ccn_ii,hc3n_ii/hnco404_ii,hc3n_ii/ch3cn_ii,hc3n_ii/hnco413_ii,hc3n_ii/c2h_ii,hc3n_ii/sio_ii,hc3n_ii/h41a_ii,hnco413_ii/hcop_ii,hnco413_ii/hnc_ii,hnco413_ii/h13cop_ii,hnco413_ii/hn13c_ii,hnco413_ii/13cs_ii,hnco413_ii/13c34s_ii,hnco413_ii/hc13ccn_ii,hnco413_ii/hnco404_ii,hnco413_ii/ch3cn_ii,hnco413_ii/hc3n_ii,hnco413_ii/c2h_ii,hnco413_ii/sio_ii,hnco413_ii/h41a_ii,c2h_ii/hcop_ii,c2h_ii/hnc_ii,c2h_ii/h13cop_ii,c2h_ii/hn13c_ii,c2h_ii/13cs_ii,c2h_ii/13c34s_ii,c2h_ii/hc13ccn_ii,c2h_ii/hnco404_ii,c2h_ii/ch3cn_ii,c2h_ii/hc3n_ii,c2h_ii/hnco413_ii,c2h_ii/sio_ii,c2h_ii/h41a_ii,sio_ii/hcop_ii,sio_ii/hnc_ii,sio_ii/h13cop_ii,sio_ii/hn13c_ii,sio_ii/13cs_ii,sio_ii/13c34s_ii,sio_ii/hc13ccn_ii,sio_ii/hnco404_ii,sio_ii/ch3cn_ii,sio_ii/hc3n_ii,sio_ii/hnco413_ii,sio_ii/c2h_ii,sio_ii/h41a_ii,h41a_ii/hcop_ii,h41a_ii/hnc_ii,h41a_ii/h13cop_ii,h41a_ii/hn13c_ii,h41a_ii/13cs_ii,h41a_ii/13c34s_ii,h41a_ii/hc13ccn_ii,h41a_ii/hnco404_ii,h41a_ii/ch3cn_ii,h41a_ii/hc3n_ii,h41a_ii/hnco413_ii,h41a_ii/c2h_ii,h41a_ii/sio_ii
290,1.0238230289279637,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.9767313019390581,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
291,1.8833895763029622,inf,inf,inf,inf,inf,inf,inf,inf,inf,7.799689440993788,inf,inf,0.5309575950627116,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.141304347826087,inf,inf,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.1282102329285288,0.2414698162729659,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,1.8071084783413551,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.29130141604855,inf,inf,0.5533702110223315,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.8213081591368847,inf,inf,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.3038311821348084,0.5490559052202888,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,
294,0.5580094228504122,1.6799645390070923,inf,inf,inf,inf,inf,inf,inf,inf,2.305352798053528,inf,inf,1.7920844327176781,3.0106382978723407,inf,inf,inf,inf,inf,inf,inf,inf,4.131386861313869,inf,inf,0.5952506596306067,0.3321554770318021,inf,inf,inf,inf,inf,inf,inf,inf,1.3722627737226276,inf,inf,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.43377308707124007,0.2420494699646643,0.7287234042553192,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,
295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
297,0.5639117725219239,1.848432055749129,inf,inf,inf,inf,inf,inf,3.7825311942958995,inf,3.0314285714285716,inf,inf,1.7733270499528746,3.2778745644599305,inf,inf,inf,inf,inf,inf,6.707664884135472,inf,5.375714285714286,inf,inf,0.5409990574929312,0.30507573744352906,inf,inf,inf,inf,inf,inf,2.046345811051693,inf,1.64,inf,inf,0.0,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,,,,,0.0,,0.0,,,0.264373232799246,0.1490831783151741,0.4886759581881534,inf,inf,inf,inf,inf,inf,inf,0.8014285714285716,inf,inf,0.0,0.0,0.0,,,,,,,0.0,0.0,,,0.3298774740810556,0.1860217911241031,0.6097560975609756,inf,inf,inf,inf,inf,inf,1.24777183600713,inf,inf,inf,0.0,0.0,0.0,,,,,,,0.0,,0.0,,0.0,0.0,0.0,,,,,,,0.0,,0.0,
280,1.4913657770800628,inf,2.159090909090909,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.6705263157894737,inf,1.4477272727272728,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,,,0.4631578947368421,0.6907378335949764,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
279,1.0521346469622332,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.9504486929379632,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
259,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
260,1.4893081761006288,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.6714527027027027,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
261,1.2784272051009566,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7822111388196176,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
262,1.7171810225702444,inf,inf,inf,inf,inf,inf,inf,5.735384615384615,inf,5.192200557103065,6.99437148217636,inf,0.5823497854077252,inf,inf,inf,inf,inf,inf,inf,3.3399999999999994,inf,3.0236768802228413,4.073170731707316,inf,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,0.0,0.0,,0.17435622317596566,0.29940119760479045,inf,inf,inf,inf,inf,inf,inf,inf,0.9052924791086352,1.2195121951219512,inf,0.0,0.0,,,,,,,,0.0,0.0,0.0,,0.19259656652360513,0.3307231690465224,inf,inf,inf,inf,inf,inf,inf,1.1046153846153846,inf,1.347091932457786,inf,0.14297210300429183,0.2455089820359282,inf,inf,inf,inf,inf,inf,inf,0.8200000000000001,inf,0.7423398328690809,inf,0.0,0.0,,,,,,,,0.0,,0.0,0.0
263,1.4887429643527204,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.6717076244486453,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
264,1.1022598870056497,3.096825396825397,2.3506024096385545,inf,inf,inf,inf,inf,inf,inf,1.9627766599597587,2.1921348314606743,inf,0.9072270630445924,2.8095238095238093,2.132530120481928,inf,inf,inf,inf,inf,inf,inf,1.7806841046277666,1.9887640449438202,inf,0.3229113275243465,0.3559322033898305,0.7590361445783133,inf,inf,inf,inf,inf,inf,inf,0.6338028169014085,0.7078651685393258,inf,0.42542286007175806,0.46892655367231634,1.3174603174603174,inf,inf,inf,inf,inf,inf,inf,0.835010060362173,0.9325842696629213,inf,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,,0.5094823167606356,0.5615819209039548,1.5777777777777777,1.1975903614457832,inf,inf,inf,inf,inf,inf,inf,1.1168539325842697,inf,0.45617631983598156,0.5028248587570622,1.4126984126984128,1.072289156626506,inf,inf,inf,inf,inf,inf,inf,0.8953722334004024,inf,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0
265,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
266,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1.555352798053528,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.7277027027027028,inf,inf,0.6429409464215877,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.1108108108108108,inf,inf,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.5788032850997262,0.9002433090024331,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,
269,2.1251980982567353,5.86870897155361,inf,inf,inf,inf,inf,inf,inf,inf,4.738515901060071,inf,inf,0.47054436987322895,2.761487964989059,inf,inf,inf,inf,inf,inf,inf,inf,2.229681978798587,inf,inf,0.1703952274422073,0.3621236133122029,inf,inf,inf,inf,inf,inf,inf,inf,0.8074204946996467,inf,inf,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.21103653989560028,0.4484944532488114,1.2385120350109406,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,
270,1.0823991031390134,4.704019488428746,inf,inf,inf,inf,inf,inf,inf,inf,1.5591441259588212,inf,inf,0.923873640600725,4.345919610231426,inf,inf,inf,inf,inf,inf,inf,inf,1.4404521598708115,inf,inf,0.21258415328845157,0.23010089686098653,inf,inf,inf,inf,inf,inf,inf,inf,0.3314493338716189,inf,inf,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.6413775245986535,0.694226457399103,3.0170523751522533,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,
271,1.0228357191547375,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.9776741086304566,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
272,1.4499743458183685,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.6896673743807502,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
273,1.3358270989193681,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7485998755444929,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
274,1.3055225653206652,5.823841059602649,inf,inf,inf,inf,inf,inf,inf,inf,2.686010995723885,inf,inf,0.765976802365249,4.460927152317881,inf,inf,inf,inf,inf,inf,inf,inf,2.05742211362248,inf,inf,0.17170798271548782,0.2241686460807601,inf,inf,inf,inf,inf,inf,inf,inf,0.4612095296273671,inf,inf,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.0,0.0,0.0,,,,,,,,0.0,,,0.3722992949738458,0.4860451306413302,2.168211920529801,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,0.0,,0.0,0.0,0.0,,,,,,,,,0.0,
275,1.2380457380457381,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8077246011754827,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
276,1.289516129032258,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7754846779237023,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
268,1.2606741573033708,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.9592549476135042,inf,inf,0.7932263814616756,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.5541327124563447,inf,inf,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.5103980986333927,0.6434456928838952,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,
299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
