,hcop_ii/hnc_ii,hcop_ii/h13cop_ii,hcop_ii/hn13c_ii,hcop_ii/13cs_ii,hcop_ii/13c34s_ii,hcop_ii/hc13ccn_ii,hcop_ii/hnco404_ii,hcop_ii/ch3cn_ii,hcop_ii/hc3n_ii,hcop_ii/hnco413_ii,hcop_ii/c2h_ii,hcop_ii/sio_ii,hcop_ii/h41a_ii,hnc_ii/hcop_ii,hnc_ii/h13cop_ii,hnc_ii/hn13c_ii,hnc_ii/13cs_ii,hnc_ii/13c34s_ii,hnc_ii/hc13ccn_ii,hnc_ii/hnco404_ii,hnc_ii/ch3cn_ii,hnc_ii/hc3n_ii,hnc_ii/hnco413_ii,hnc_ii/c2h_ii,hnc_ii/sio_ii,hnc_ii/h41a_ii,h13cop_ii/hcop_ii,h13cop_ii/hnc_ii,h13cop_ii/hn13c_ii,h13cop_ii/13cs_ii,h13cop_ii/13c34s_ii,h13cop_ii/hc13ccn_ii,h13cop_ii/hnco404_ii,h13cop_ii/ch3cn_ii,h13cop_ii/hc3n_ii,h13cop_ii/hnco413_ii,h13cop_ii/c2h_ii,h13cop_ii/sio_ii,h13cop_ii/h41a_ii,hn13c_ii/hcop_ii,hn13c_ii/hnc_ii,hn13c_ii/h13cop_ii,hn13c_ii/13cs_ii,hn13c_ii/13c34s_ii,hn13c_ii/hc13ccn_ii,hn13c_ii/hnco404_ii,hn13c_ii/ch3cn_ii,hn13c_ii/hc3n_ii,hn13c_ii/hnco413_ii,hn13c_ii/c2h_ii,hn13c_ii/sio_ii,hn13c_ii/h41a_ii,13cs_ii/hcop_ii,13cs_ii/hnc_ii,13cs_ii/h13cop_ii,13cs_ii/hn13c_ii,13cs_ii/13c34s_ii,13cs_ii/hc13ccn_ii,13cs_ii/hnco404_ii,13cs_ii/ch3cn_ii,13cs_ii/hc3n_ii,13cs_ii/hnco413_ii,13cs_ii/c2h_ii,13cs_ii/sio_ii,13cs_ii/h41a_ii,13c34s_ii/hcop_ii,13c34s_ii/hnc_ii,13c34s_ii/h13cop_ii,13c34s_ii/hn13c_ii,13c34s_ii/13cs_ii,13c34s_ii/hc13ccn_ii,13c34s_ii/hnco404_ii,13c34s_ii/ch3cn_ii,13c34s_ii/hc3n_ii,13c34s_ii/hnco413_ii,13c34s_ii/c2h_ii,13c34s_ii/sio_ii,13c34s_ii/h41a_ii,hc13ccn_ii/hcop_ii,hc13ccn_ii/hnc_ii,hc13ccn_ii/h13cop_ii,hc13ccn_ii/hn13c_ii,hc13ccn_ii/13cs_ii,hc13ccn_ii/13c34s_ii,hc13ccn_ii/hnco404_ii,hc13ccn_ii/ch3cn_ii,hc13ccn_ii/hc3n_ii,hc13ccn_ii/hnco413_ii,hc13ccn_ii/c2h_ii,hc13ccn_ii/sio_ii,hc13ccn_ii/h41a_ii,hnco404_ii/hcop_ii,hnco404_ii/hnc_ii,hnco404_ii/h13cop_ii,hnco404_ii/hn13c_ii,hnco404_ii/13cs_ii,hnco404_ii/13c34s_ii,hnco404_ii/hc13ccn_ii,hnco404_ii/ch3cn_ii,hnco404_ii/hc3n_ii,hnco404_ii/hnco413_ii,hnco404_ii/c2h_ii,hnco404_ii/sio_ii,hnco404_ii/h41a_ii,ch3cn_ii/hcop_ii,ch3cn_ii/hnc_ii,ch3cn_ii/h13cop_ii,ch3cn_ii/hn13c_ii,ch3cn_ii/13cs_ii,ch3cn_ii/13c34s_ii,ch3cn_ii/hc13ccn_ii,ch3cn_ii/hnco404_ii,ch3cn_ii/hc3n_ii,ch3cn_ii/hnco413_ii,ch3cn_ii/c2h_ii,ch3cn_ii/sio_ii,ch3cn_ii/h41a_ii,hc3n_ii/hcop_ii,hc3n_ii/hnc_ii,hc3n_ii/h13cop_ii,hc3n_ii/hn13c_ii,hc3n_ii/13cs_ii,hc3n_ii/13c34s_ii,hc3n_ii/hc13ccn_ii,hc3n_ii/hnco404_ii,hc3n_ii/ch3cn_ii,hc3n_ii/hnco413_ii,hc3n_ii/c2h_ii,hc3n_ii/sio_ii,hc3n_ii/h41a_ii,hnco413_ii/hcop_ii,hnco413_ii/hnc_ii,hnco413_ii/h13cop_ii,hnco413_ii/hn13c_ii,hnco413_ii/13cs_ii,hnco413_ii/13c34s_ii,hnco413_ii/hc13ccn_ii,hnco413_ii/hnco404_ii,hnco413_ii/ch3cn_ii,hnco413_ii/hc3n_ii,hnco413_ii/c2h_ii,hnco413_ii/sio_ii,hnco413_ii/h41a_ii,c2h_ii/hcop_ii,c2h_ii/hnc_ii,c2h_ii/h13cop_ii,c2h_ii/hn13c_ii,c2h_ii/13cs_ii,c2h_ii/13c34s_ii,c2h_ii/hc13ccn_ii,c2h_ii/hnco404_ii,c2h_ii/ch3cn_ii,c2h_ii/hc3n_ii,c2h_ii/hnco413_ii,c2h_ii/sio_ii,c2h_ii/h41a_ii,sio_ii/hcop_ii,sio_ii/hnc_ii,sio_ii/h13cop_ii,sio_ii/hn13c_ii,sio_ii/13cs_ii,sio_ii/13c34s_ii,sio_ii/hc13ccn_ii,sio_ii/hnco404_ii,sio_ii/ch3cn_ii,sio_ii/hc3n_ii,sio_ii/hnco413_ii,sio_ii/c2h_ii,sio_ii/h41a_ii,h41a_ii/hcop_ii,h41a_ii/hnc_ii,h41a_ii/h13cop_ii,h41a_ii/hn13c_ii,h41a_ii/13cs_ii,h41a_ii/13c34s_ii,h41a_ii/hc13ccn_ii,h41a_ii/hnco404_ii,h41a_ii/ch3cn_ii,h41a_ii/hc3n_ii,h41a_ii/hnco413_ii,h41a_ii/c2h_ii,h41a_ii/sio_ii
0,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
454,inf,inf,inf,inf,inf,inf,0.6930615444923559,inf,inf,inf,inf,inf,inf,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,1.4428733031674208,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,
455,1.3140442132639791,2.9247467438494934,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.7610094012864919,2.22575976845152,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.34190994557149923,0.44928478543563066,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,
456,0.0,,,,,,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,
457,0.22606060606060607,0.9009661835748792,inf,0.9764397905759162,inf,inf,inf,inf,inf,inf,inf,inf,inf,4.423592493297587,3.9855072463768115,inf,4.319371727748691,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.1099195710455763,0.2509090909090909,inf,1.0837696335078533,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,0.0,,,,,,,,,,1.0241286863270778,0.23151515151515153,0.9227053140096619,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,,0.0,0.0,0.0,,0.0,,,,,,,,
458,0.0,,,,,,0.0,,0.0,,,0.0,,inf,inf,inf,inf,inf,inf,1.695132488479263,inf,2.6053563523683048,inf,inf,1.502744797650964,inf,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,,0.0,,,0.0,,,,,0.0,,0.0,,,0.0,,inf,0.5899243904511086,inf,inf,inf,inf,inf,inf,1.536963258078796,inf,inf,0.8865058087578195,inf,,0.0,,,,,,0.0,0.0,,,0.0,,inf,0.38382465381021147,inf,inf,inf,inf,inf,0.6506336405529953,inf,inf,inf,0.5767905017234776,inf,,0.0,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,0.0,,0.0,,0.0,,inf,0.6654489847931356,inf,inf,inf,inf,inf,1.1280241935483872,inf,1.7337317397078353,inf,inf,inf,,0.0,,,,,,0.0,,0.0,,,0.0
459,1.4909456740442655,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.6707152496626181,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
460,0.0,,,,,,,,,,,,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,
461,1.1490800024864798,14.95267947421638,13.93010550113037,inf,inf,inf,3.038962640253175,10.67740072202166,3.84069187616871,inf,3.0468518213284983,5.700485698866703,inf,0.8702614246493826,13.012740141557128,12.122833458929918,inf,inf,inf,2.644691956762977,9.292129963898917,3.3424059837938915,inf,2.651557606724905,4.960912805489168,inf,0.06687764569048295,0.07684776527631007,0.9316126601356444,inf,inf,inf,0.20323866672146645,0.7140794223826715,0.2568564305007272,inf,0.20376627657821,0.38123506283247244,inf,0.07178696528313114,0.08248896624603717,1.0734074823053588,inf,inf,inf,0.21815790555258724,0.7664981949458484,0.275711614377727,inf,0.2187242459205538,0.40922056896152953,inf,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.32905965567141365,0.3781158699571082,4.920323559150657,4.583835719668425,inf,inf,inf,3.5135018050541515,1.2638167463120715,inf,1.0025960112081753,1.875799861228895,inf,0.09365575255947309,0.10761795238391247,1.4004044489383214,1.3046345139412208,inf,inf,inf,0.2846163330730344,0.3597028880116352,inf,0.28535520026372174,0.533883278081875,inf,0.2603697542635344,0.29918567787654626,3.893225480283114,3.6269781461944235,inf,inf,inf,0.791253955858781,2.780072202166065,inf,0.7933080599967034,1.4842340605967157,inf,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.32820762499830947,0.37713681854913905,4.9075834175935285,4.571966842501884,inf,inf,inf,0.9974107106160865,3.504404332129964,1.2605443590276335,inf,1.8709428725618689,inf,0.17542364858468237,0.20157580655187418,2.6230535894843277,2.443669932177845,inf,inf,inf,0.5331059142657515,1.8730685920577619,0.6737481820070642,inf,0.53448986319433,inf,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0
462,5.121212121212121,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.1952662721893491,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
463,1.703125,1.967509025270758,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.5871559633027522,1.1552346570397112,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.5082568807339449,0.8656250000000001,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,
464,0.8002360080917059,inf,inf,inf,inf,inf,4.242180518319929,inf,inf,inf,inf,inf,inf,1.2496313461133348,inf,inf,inf,inf,inf,5.301161751563897,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.23572782810195914,0.18863789615643964,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,
465,4.011280894267254,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.24929692693153346,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
466,0.7099793425314325,inf,6.396829044117646,28.007042253521124,inf,inf,0.7370859699753767,3.543660896130346,0.9065715774391038,inf,1.4484391259105098,2.1026435045317218,inf,1.4084916843277417,inf,9.009880514705882,39.4476861167002,inf,inf,1.0381794593449654,4.991216904276985,1.2768985280708611,inf,2.040114464099896,2.9615558912386706,inf,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,,0.1563274542907432,0.11098926321695443,inf,4.378269617706238,inf,inf,0.11522677327967382,0.5539714867617108,0.1417220268333985,inf,0.2264308012486993,0.3287009063444109,inf,0.035705305506663315,0.025350029328504758,inf,0.22840073529411764,inf,inf,0.026317879742646086,0.1265274949083503,0.032369415136120884,inf,0.05171696149843913,0.07507552870090635,inf,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,1.356693846761737,0.9632246053403382,inf,8.678538602941176,37.996981891348085,inf,inf,4.807662932790224,1.229940080760714,inf,1.9650884495317378,2.8526435045317218,inf,0.28219404432630485,0.20035194205707582,inf,1.8051470588235292,7.903420523138833,inf,inf,0.20800127088352882,0.2558290999088186,inf,0.4087408949011447,0.5933534743202417,inf,1.103056862674665,0.7831475861365433,inf,7.056066176470587,30.893360160965795,inf,inf,0.8130477375625513,3.908859470468432,inf,1.597710718002081,2.319335347432024,inf,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.6903983620101297,0.4901685751447298,inf,4.416360294117647,19.336016096579474,inf,inf,0.5088829463316477,2.446537678207739,0.6258955321088967,inf,1.4516616314199395,inf,0.4755917956823162,0.33766035041187425,inf,3.0422794117647056,13.319919517102615,inf,inf,0.3505520400328312,1.685336048879837,0.43115800442881336,inf,0.6888657648283039,inf,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0
467,0.8523656567410366,6.289008455034589,5.693806541405706,12.422064777327934,inf,inf,1.4005877150437933,3.5525001809103407,1.4345577277110548,inf,1.981513622603431,2.3963682514888216,inf,1.1732054102501426,7.37829874455547,6.680004639294827,14.573633603238866,inf,inf,1.6431770848192633,4.167812432158622,1.6830308874667603,inf,2.3247225025227043,2.81143219759836,inf,0.15900757760938647,0.13553259831582604,0.9053583855254002,1.9752024291497976,inf,inf,0.2227040597985792,0.5648744482234604,0.22810554922416063,inf,0.31507568113017154,0.38104071072927853,inf,0.17562943045710094,0.14970049483462106,1.1045349730976173,2.1816801619433197,inf,inf,0.2459844226983538,0.6239235834720313,0.25195055667572547,inf,0.34801210898082746,0.4208727911744606,inf,0.08050191477226432,0.06861706745377202,0.5062772226492441,0.45836232892600326,inf,inf,0.11274999286753587,0.28598306679209784,0.11548464393208849,inf,0.15951564076690214,0.19291223274431318,inf,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.7139859854966186,0.6085771334317216,4.490263899564438,4.065298074692647,8.869180161943321,inf,inf,2.5364353426441855,1.0242541129715674,inf,1.4147729566094855,1.710973347652055,inf,0.2814918927727532,0.23993402205052525,1.7703048936715349,1.602760380422176,3.49671052631579,inf,inf,0.3942540869019429,0.40381637006516474,inf,0.5577800201816348,0.6745582348921215,inf,0.6970789538010266,0.5941661602569667,4.383935434281321,3.969032707028531,8.659159919028339,inf,inf,0.9763202191092978,2.476373109486938,inf,1.381271442986882,1.670457873669823,inf,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.5046647111545669,0.4301588679572879,3.1738406354086597,2.8734632335884944,6.268977732793522,inf,inf,0.7068271946592107,1.7928214776756637,0.7239706612898513,inf,1.2093624914575807,inf,0.4172981341155382,0.3556905981421999,2.6243914937227775,2.376014845743447,5.183704453441296,inf,inf,0.58446264015292,1.482451696938997,0.5986382630548495,inf,0.8268819374369325,inf,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0
468,3.5569479253689775,inf,inf,inf,inf,inf,inf,inf,25.293069306930693,inf,inf,inf,inf,0.2811399044860252,inf,inf,inf,inf,inf,inf,inf,7.110891089108911,inf,inf,inf,inf,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,0.0,0.0,,,,,,,0.0,,,,,0.039536522351835905,0.14062935115566694,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,0.0,,,
469,1.1740134448606765,inf,inf,inf,inf,inf,13.332167832167832,inf,inf,inf,2.102370887704466,inf,inf,0.8517790016609843,inf,inf,inf,inf,inf,11.356060606060606,inf,inf,inf,1.7907553758500274,inf,inf,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.0,0.0,,,,,0.0,,,,0.0,,,0.07500655651717808,0.08805870580386925,inf,inf,inf,inf,inf,inf,inf,inf,0.15769160080867486,inf,inf,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.0,0.0,,,,,,0.0,,,0.0,,,0.47565346621208143,0.5584235644275671,inf,inf,inf,inf,inf,6.341491841491841,inf,inf,inf,inf,inf,0.0,0.0,,,,,,0.0,,,,0.0,,0.0,0.0,,,,,,0.0,,,,0.0,
470,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
453,0.44237553900431204,inf,inf,inf,inf,inf,inf,inf,inf,inf,1.6366932559825962,inf,inf,2.2605228178998673,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.6997824510514867,inf,inf,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,0.6109880372175454,0.2702861622892983,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,0.0,
452,1.1526845637583891,inf,3.933206106870229,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.8675400291120815,inf,3.4122137404580153,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,0.0,,,,,,,,,,,0.25424551188743333,0.2930648769574944,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,
451,2.253913894324853,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.4436726720208378,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,
450,0.0,,,,,,0.0,,,,,,,inf,inf,inf,inf,inf,inf,1.5482456140350878,inf,inf,inf,inf,inf,inf,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,inf,0.6458923512747875,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,
432,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,
433,0.0,,,,,,0.0,,,,,,,inf,inf,inf,inf,inf,inf,1.419608560453631,inf,inf,inf,inf,inf,inf,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,inf,0.7044195335652621,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,0.4277815239379636,inf,inf,inf,inf,inf,1.881376037959668,inf,inf,inf,inf,inf,inf,2.3376418663303906,inf,inf,inf,inf,inf,4.3979833926453145,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.5315258511979823,0.22737693863789615,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,,0.0,0.0,,,,,,0.0,,,,,
436,0.0,,,,,,0.0,,,,,,,inf,inf,inf,inf,inf,inf,1.3221728732490605,inf,inf,inf,inf,inf,inf,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,inf,0.7563307493540051,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,,,0.0,,,,,,0.0,,,,,
