,ag_id,ag_name,ag_long,ag_lat,ag_flux_peak,classification,Vc,nNL,tau,dtau,hcop_D,hcop_NG,hcop_Tastar,hcop_dTastar,hcop_Vlsr,hcop_dVlsr,hcop_fwhm,hcop_dfwhm,hcop_ii,hcop_dii,hcop_signoise,hcop_Pfit,hcop_iisnr,hcop_Rf,hcop_HR,hcop_Rs,hnc_D,hnc_NG,hnc_Tastar,hnc_dTastar,hnc_Vlsr,hnc_dVlsr,hnc_fwhm,hnc_dfwhm,hnc_ii,hnc_dii,hnc_signoise,hnc_Pfit,hnc_iisnr,hnc_Rf,hnc_HR,hnc_Rs,n2hp_D,n2hp_NG,n2hp_Tastar,n2hp_dTastar,n2hp_Vlsr,n2hp_dVlsr,n2hp_fwhm,n2hp_dfwhm,n2hp_ii,n2hp_dii,n2hp_signoise,n2hp_Pfit,n2hp_iisnr,n2hp_Rf,n2hp_HR,n2hp_Rs,hcn_D,hcn_NG,hcn_Tastar,hcn_dTastar,hcn_Vlsr,hcn_dVlsr,hcn_fwhm,hcn_dfwhm,hcn_ii,hcn_dii,hcn_signoise,hcn_Pfit,hcn_iisnr,hcn_Rf,hcn_HR,hcn_Rs,h13cop_D,h13cop_NG,h13cop_Tastar,h13cop_dTastar,h13cop_Vlsr,h13cop_dVlsr,h13cop_fwhm,h13cop_dfwhm,h13cop_ii,h13cop_dii,h13cop_signoise,h13cop_Pfit,h13cop_iisnr,h13cop_Rf,h13cop_HR,h13cop_Rs,hn13c_D,hn13c_NG,hn13c_Tastar,hn13c_dTastar,hn13c_Vlsr,hn13c_dVlsr,hn13c_fwhm,hn13c_dfwhm,hn13c_ii,hn13c_dii,hn13c_signoise,hn13c_Pfit,hn13c_iisnr,hn13c_Rf,hn13c_HR,hn13c_Rs,13cs_D,13cs_NG,13cs_Tastar,13cs_dTastar,13cs_Vlsr,13cs_dVlsr,13cs_fwhm,13cs_dfwhm,13cs_ii,13cs_dii,13cs_signoise,13cs_Pfit,13cs_iisnr,13cs_Rf,13cs_HR,13cs_Rs,13c34s_D,13c34s_NG,13c34s_Tastar,13c34s_dTastar,13c34s_Vlsr,13c34s_dVlsr,13c34s_fwhm,13c34s_dfwhm,13c34s_ii,13c34s_dii,13c34s_signoise,13c34s_Pfit,13c34s_iisnr,13c34s_Rf,13c34s_HR,13c34s_Rs,hc13ccn_D,hc13ccn_NG,hc13ccn_Tastar,hc13ccn_dTastar,hc13ccn_Vlsr,hc13ccn_dVlsr,hc13ccn_fwhm,hc13ccn_dfwhm,hc13ccn_ii,hc13ccn_dii,hc13ccn_signoise,hc13ccn_Pfit,hc13ccn_iisnr,hc13ccn_Rf,hc13ccn_HR,hc13ccn_Rs,hnco404_D,hnco404_NG,hnco404_Tastar,hnco404_dTastar,hnco404_Vlsr,hnco404_dVlsr,hnco404_fwhm,hnco404_dfwhm,hnco404_ii,hnco404_dii,hnco404_signoise,hnco404_Pfit,hnco404_iisnr,hnco404_Rf,hnco404_HR,hnco404_Rs,ch3cn_D,ch3cn_NG,ch3cn_Tastar,ch3cn_dTastar,ch3cn_Vlsr,ch3cn_dVlsr,ch3cn_fwhm,ch3cn_dfwhm,ch3cn_ii,ch3cn_dii,ch3cn_signoise,ch3cn_Pfit,ch3cn_iisnr,ch3cn_Rf,ch3cn_HR,ch3cn_Rs,hc3n_D,hc3n_NG,hc3n_Tastar,hc3n_dTastar,hc3n_Vlsr,hc3n_dVlsr,hc3n_fwhm,hc3n_dfwhm,hc3n_ii,hc3n_dii,hc3n_signoise,hc3n_Pfit,hc3n_iisnr,hc3n_Rf,hc3n_HR,hc3n_Rs,hnco413_D,hnco413_NG,hnco413_Tastar,hnco413_dTastar,hnco413_Vlsr,hnco413_dVlsr,hnco413_fwhm,hnco413_dfwhm,hnco413_ii,hnco413_dii,hnco413_signoise,hnco413_Pfit,hnco413_iisnr,hnco413_Rf,hnco413_HR,hnco413_Rs,c2h_D,c2h_NG,c2h_Tastar,c2h_dTastar,c2h_Vlsr,c2h_dVlsr,c2h_fwhm,c2h_dfwhm,c2h_ii,c2h_dii,c2h_signoise,c2h_Pfit,c2h_iisnr,c2h_Rf,c2h_HR,c2h_Rs,sio_D,sio_NG,sio_Tastar,sio_dTastar,sio_Vlsr,sio_dVlsr,sio_fwhm,sio_dfwhm,sio_ii,sio_dii,sio_signoise,sio_Pfit,sio_iisnr,sio_Rf,sio_HR,sio_Rs,h41a_D,h41a_NG,h41a_Tastar,h41a_dTastar,h41a_Vlsr,h41a_dVlsr,h41a_fwhm,h41a_dfwhm,h41a_ii,h41a_dii,h41a_signoise,h41a_Pfit,h41a_iisnr,h41a_Rf,h41a_HR,h41a_Rs
2949,AG2950,AGAL350.677-00.296_S,350.677,-0.296,0.46,Q,-22.65,2,2.86,1.97,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,40,Y,1,0.25,0.028,-22.649,0.256,4.664,0.603,1.195,0.163,0.128,0.766,7.35,0.955,0,42,Y,3,0.235,0.04,-22.266,0.124,1.958,0.292,1.054,0.203,0.132,0.456,5.187,0.966,0,46,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,72,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31
2940,AG2941,AGAL350.511-00.391_S,350.511,-0.391,8.31,Q,-23.22,6,0.14,0.73,Y,1,0.42,0.037,-23.28,0.117,2.577,0.275,0.952,0.151,0.128,0.102,6.317,1.138,0,41,Y,1,0.614,0.041,-23.169,0.069,2.125,0.163,1.527,0.135,0.126,0.255,11.299,0.914,0,35,Y,3,0.405,0.037,-23.24,0.084,2.104,0.197,1.696,0.193,0.126,0.536,8.783,1.089,0,48,Y,3,0.187,0.03,-23.419,0.271,3.426,0.476,1.984,0.251,0.126,0.06,7.92,1.305,0,31,M,1,0.228,0.049,-23.271,0.174,1.307,0.409,0.477,0.128,0.127,0.786,3.727,0.8,0,84,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,67,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,Y,3,0.225,0.035,-23.077,0.223,2.892,0.526,0.973,0.226,0.129,0.732,4.297,0.99,0,34,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,13,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,38
1892,AG1893,AGAL333.483-00.246_S,333.483,-0.246,0.92,Q,-50.21,6,0.0,0.0,Y,1,1.029,0.029,-50.474,0.056,3.921,0.131,4.827,0.193,0.123,0.001,25.048,1.878,1,82,Y,1,0.596,0.028,-49.924,0.103,4.447,0.242,3.316,0.21,0.124,0.229,15.784,1.296,0,20,Y,3,0.816,0.036,-50.082,0.049,2.475,0.113,3.489,0.202,0.127,0.862,17.246,1.123,0,39,Y,3,0.549,0.029,-50.625,0.115,4.02,0.212,4.12,0.226,0.124,0.023,18.265,1.499,0,53,Y,1,0.166,0.031,-50.016,0.362,3.91,0.852,0.721,0.165,0.128,0.893,4.36,0.994,0,40,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,41,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,39,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,25,Y,3,0.264,0.025,-49.288,0.217,5.296,0.512,2.565,0.315,0.129,0.96,8.141,1.135,0,11,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33
1891,AG1892,AGAL333.481-00.224_S,333.481,-0.224,1.46,Q,-49.45,6,0.57,0.35,Y,1,0.667,0.027,-50.003,0.085,4.307,0.201,3.306,0.164,0.118,0.207,20.136,1.476,0,34,Y,1,0.483,0.025,-49.38,0.116,4.492,0.274,2.442,0.156,0.114,0.057,15.615,1.31,0,37,Y,3,0.799,0.03,-49.038,0.043,2.672,0.097,4.058,0.174,0.113,0.059,23.286,1.397,0,45,Y,3,0.433,0.027,-49.785,0.179,4.54,0.305,3.739,0.21,0.118,0.621,17.764,1.122,0,37,Y,1,0.143,0.026,-49.263,0.409,4.552,0.964,0.81,0.15,0.116,0.89,5.394,1.064,0,50,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,36,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,58,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,Y,3,0.328,0.03,-49.119,0.135,3.159,0.318,1.753,0.224,0.119,0.284,7.82,1.099,0,47,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,48,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30
752,AG0753,AGAL012.691-00.157_A,12.691,-0.157,0.76,Q,34.21,5,0.68,0.73,Y,1,0.425,0.029,33.992,0.152,4.622,0.359,2.12,0.178,0.13,0.995,11.929,0.904,0,37,Y,1,0.317,0.027,33.927,0.204,4.767,0.482,1.943,0.172,0.125,0.181,11.291,1.505,1,44,Y,3,0.392,0.034,34.715,0.105,2.718,0.234,2.205,0.199,0.129,0.849,11.087,0.832,0,57,Y,1,0.199,0.021,35.865,0.457,8.791,1.097,2.052,0.193,0.129,0.011,10.642,1.243,0,53,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,136,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,Y,3,0.297,0.045,34.089,0.144,1.771,0.339,0.689,0.172,0.129,0.695,4.008,1.225,0,78,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
753,AG0754,AGAL012.691-00.157_B,12.691,-0.157,0.76,Q,58.67,1,0.0,0.0,Y,1,0.185,0.026,58.628,0.391,5.699,0.922,1.134,0.171,0.13,0.021,6.634,0.984,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,136,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,50,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,78,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52
1887,AG1888,AGAL333.449-00.182_S,333.449,-0.182,1.18,Q,-45.32,6,0.07,0.48,Y,2,0.895,0.036,-48.266,0.05,8.572,0.117,5.212,0.252,0.117,0.0,20.651,1.492,1,50,Y,1,0.593,0.026,-45.441,0.087,4.03,0.206,2.895,0.152,0.11,0.001,19.049,2.013,1,60,Y,3,0.511,0.025,-44.157,0.109,4.363,0.184,4.454,0.194,0.113,0.504,22.937,1.164,0,27,Y,3,0.176,0.027,-46.687,0.604,8.024,0.792,2.928,0.215,0.117,0.021,13.625,1.461,0,35,M,1,0.118,0.031,-43.74,0.374,3.748,0.877,0.491,0.131,0.116,0.939,3.751,1.098,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,75,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,46,Y,3,0.156,0.023,-46.523,0.42,6.173,1.027,1.424,0.311,0.121,0.223,4.572,1.143,0,58,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,76
758,AG0759,AGAL012.776-00.211_S,12.776,-0.211,1.93,Q,35.23,8,0.39,0.2,Y,1,0.824,0.022,34.826,0.075,5.949,0.178,5.262,0.171,0.11,0.0,30.86,3.527,1,167,Y,1,0.839,0.024,35.342,0.063,4.475,0.148,3.965,0.141,0.108,0.132,28.185,1.477,0,29,Y,3,1.24,0.029,35.415,0.027,2.623,0.061,6.409,0.177,0.108,0.059,36.275,1.253,0,26,Y,3,0.762,0.027,35.044,0.137,5.38,0.191,8.535,0.191,0.109,0.0,44.747,3.02,1,132,Y,1,0.487,0.032,35.431,0.085,2.654,0.2,1.345,0.13,0.108,0.857,10.308,0.826,0,76,M,1,0.26,0.042,35.508,0.129,1.625,0.303,0.424,0.123,0.111,0.45,3.446,0.76,0,27,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,56,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,Y,1,0.357,0.033,35.364,0.103,2.206,0.242,0.898,0.118,0.105,0.722,7.581,0.887,0,24,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,76,Y,3,0.702,0.028,35.177,0.056,3.181,0.133,3.776,0.202,0.108,0.327,18.652,1.066,0,103,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,47,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,44
759,AG0760,AGAL012.781+00.351_S,12.781,0.351,0.96,Q,17.96,5,0.0,0.0,Y,1,0.389,0.035,17.763,0.191,4.301,0.45,1.8,0.196,0.153,0.511,9.187,0.735,0,51,Y,1,0.383,0.036,18.166,0.181,3.734,0.426,1.526,0.177,0.15,0.502,8.602,0.828,0,28,Y,1,0.289,0.049,17.543,0.173,2.227,0.408,0.909,0.166,0.154,0.206,5.465,1.404,0,41,Y,3,0.292,0.036,17.794,0.273,3.561,0.454,2.549,0.247,0.153,0.14,10.313,1.393,0,33,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,53,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,46,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Y,3,0.44,0.052,18.332,0.097,1.65,0.23,1.112,0.196,0.147,0.163,5.658,1.227,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,55,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,12
763,AG0764,AGAL012.814-00.306_A,12.814,-0.306,0.67,Q,13.37,2,0.3,0.56,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,Y,1,0.242,0.031,12.922,0.261,4.081,0.614,1.185,0.157,0.133,0.807,7.54,1.108,0,17,Y,3,0.435,0.034,13.625,0.086,2.555,0.196,2.135,0.19,0.124,0.661,11.23,0.868,0,21,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,42,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31
764,AG0765,AGAL012.814-00.306_B,12.814,-0.306,0.67,Q,35.65,3,0.0,0.0,Y,1,0.212,0.019,35.383,0.431,9.025,1.068,2.17,0.177,0.123,0.203,12.239,1.346,0,21,Y,1,0.215,0.022,35.911,0.414,8.025,1.002,1.926,0.183,0.133,0.915,10.536,1.015,0,17,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21,Y,1,0.157,0.028,35.886,0.412,4.604,0.972,0.776,0.15,0.128,0.398,5.186,1.375,0,42,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,92,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,52,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,68,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,51,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31
2922,AG2923,AGAL350.257-00.501_S,350.257,-0.501,1.07,Q,-23.79,4,0.65,1.27,Y,2,0.284,0.033,-19.465,0.245,16.879,0.577,1.362,0.224,0.134,0.762,6.074,0.986,0,39,Y,2,0.419,0.04,-19.146,0.116,15.593,0.273,1.64,0.202,0.133,0.915,8.132,1.015,0,40,Y,3,0.253,0.044,-23.07,0.152,1.836,0.357,0.859,0.21,0.137,0.029,4.092,0.998,0,61,Y,3,0.219,0.033,-23.981,0.231,3.211,0.416,2.522,0.279,0.136,0.166,9.054,1.077,0,49,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,43,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,34,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,37,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,59,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,N,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,38,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,57,N,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,45
